id,uid,name,description,website,business_type,created_at,updated_at,log_data
"374","csm_K5Y82a8XixGXxKh","Ecosia",,"ecosia.org",,"2021-12-13 13:40:05.45497","2021-12-13 13:40:27.39331","{""h"": [{""c"": {""id"": 374, ""uid"": ""csm_K5Y82a8XixGXxKh"", ""name"": ""Ecosia"", ""website"": ""ecosia.org"", ""created_at"": ""2021-12-13T13:40:05.45497"", ""updated_at"": ""2021-12-13T13:40:05.45497"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1639402805455}, {""c"": {""updated_at"": ""2021-12-13 13:40:27.39331""}, ""v"": 2, ""ts"": 1639402827393}], ""v"": 2}"
"379","csm_tg0bItx1BPkdTkg","Veve-- formerly Ecomi ",,"https://www.ecomi.com/","B2C","2022-01-11 10:36:36.427879","2022-01-11 10:37:01.183093","{""h"": [{""c"": {""id"": 379, ""uid"": ""csm_tg0bItx1BPkdTkg"", ""name"": ""Veve-- formerly Ecomi "", ""website"": ""https://www.ecomi.com/"", ""created_at"": ""2022-01-11T10:36:36.427879"", ""updated_at"": ""2022-01-11T10:36:36.427879"", ""description"": null, ""business_type"": ""B2C""}, ""v"": 1, ""ts"": 1641897396428}, {""c"": {""updated_at"": ""2022-01-11 10:37:01.183093""}, ""v"": 2, ""ts"": 1641897421183}], ""v"": 2}"
"386","csm_MRWnxCRQIVavWAC","ChurchDesk",,"https://www.churchdesk.com/",,"2022-01-20 07:46:43.55187","2022-01-20 07:46:59.6529","{""h"": [{""c"": {""id"": 386, ""uid"": ""csm_MRWnxCRQIVavWAC"", ""name"": ""ChurchDesk"", ""website"": ""https://www.churchdesk.com/"", ""created_at"": ""2022-01-20T07:46:43.55187"", ""updated_at"": ""2022-01-20T07:46:43.55187"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1642664803552}, {""c"": {""updated_at"": ""2022-01-20 07:46:59.6529""}, ""v"": 2, ""ts"": 1642664819653}], ""v"": 2}"
"423","csm_gvRcWGX86JQyef7","Duuzra",,"www.duuzra.com",,"2022-02-02 07:59:19.295869","2022-02-02 07:59:42.791806","{""h"": [{""c"": {""id"": 423, ""uid"": ""csm_gvRcWGX86JQyef7"", ""name"": ""Duuzra"", ""website"": ""www.duuzra.com"", ""created_at"": ""2022-02-02T07:59:19.295869"", ""updated_at"": ""2022-02-02T07:59:19.295869"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1643788759296}, {""c"": {""updated_at"": ""2022-02-02 07:59:42.791806""}, ""v"": 2, ""ts"": 1643788782792}], ""v"": 2}"
"428","csm_RHexpXrT2yVID3q","Aim Better",,,"B2B","2022-02-09 16:13:48.696287","2022-02-09 16:13:48.696287","{""h"": [{""c"": {""id"": 428, ""uid"": ""csm_RHexpXrT2yVID3q"", ""name"": ""Aim Better"", ""website"": null, ""created_at"": ""2022-02-09T16:13:48.696287"", ""updated_at"": ""2022-02-09T16:13:48.696287"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1644423228696}], ""v"": 1}"
"430","csm_eHImstsmWMjthvV","The Hub",,"https://www.hubapp.net/en/#","B2C","2022-02-09 16:18:17.836705","2022-02-09 16:18:42.525689","{""h"": [{""c"": {""id"": 430, ""uid"": ""csm_eHImstsmWMjthvV"", ""name"": ""The Hub"", ""website"": ""https://www.hubapp.net/en/#"", ""created_at"": ""2022-02-09T16:18:17.836705"", ""updated_at"": ""2022-02-09T16:18:17.836705"", ""description"": null, ""business_type"": ""B2C""}, ""v"": 1, ""ts"": 1644423497837}, {""c"": {""updated_at"": ""2022-02-09 16:18:42.525689""}, ""v"": 2, ""ts"": 1644423522526}], ""v"": 2}"
"432","csm_aBJMJJYJsiAu23A","Magic Media-- Cyrex  ",,"https://cyrextech.net/","B2B","2022-02-09 16:18:19.423467","2022-02-09 16:18:44.270136","{""h"": [{""c"": {""id"": 432, ""uid"": ""csm_aBJMJJYJsiAu23A"", ""name"": ""Magic Media-- Cyrex  "", ""website"": ""https://cyrextech.net/"", ""created_at"": ""2022-02-09T16:18:19.423467"", ""updated_at"": ""2022-02-09T16:18:19.423467"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1644423499423}, {""c"": {""updated_at"": ""2022-02-09 16:18:44.270136""}, ""v"": 2, ""ts"": 1644423524270}], ""v"": 2}"
"436","csm_ENyHqiS9wYr8MwH","Upserve",,"https://upserve.com","B2B","2022-02-11 08:28:19.925827","2022-02-11 08:28:45.727145","{""h"": [{""c"": {""id"": 436, ""uid"": ""csm_ENyHqiS9wYr8MwH"", ""name"": ""Upserve"", ""website"": ""https://upserve.com"", ""created_at"": ""2022-02-11T08:28:19.925827"", ""updated_at"": ""2022-02-11T08:28:19.925827"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1644568099926}, {""c"": {""updated_at"": ""2022-02-11 08:28:45.727145""}, ""v"": 2, ""ts"": 1644568125727}], ""v"": 2}"
"339","csm_dJ9uPVcXLBMsvH9","Demandforce",,"https://www.demandforce.com/",,"2021-11-16 14:36:40.492149","2021-11-16 14:36:40.492149","{""h"": [{""c"": {""id"": 339, ""uid"": ""csm_dJ9uPVcXLBMsvH9"", ""name"": ""Demandforce"", ""website"": ""https://www.demandforce.com/"", ""created_at"": ""2021-11-16T14:36:40.492149"", ""updated_at"": ""2021-11-16T14:36:40.492149"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073400492}], ""v"": 1}"
"333","csm_CouniJUa0pUFWEH","Wisyl",,"http://www.wisyl.com",,"2021-11-16 14:36:35.840302","2021-11-16 14:37:02.386757","{""h"": [{""c"": {""id"": 333, ""uid"": ""csm_CouniJUa0pUFWEH"", ""name"": ""Wisyl"", ""website"": ""http://www.wisyl.com"", ""created_at"": ""2021-11-16T14:36:35.840302"", ""updated_at"": ""2021-11-16T14:36:35.840302"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073395840}, {""c"": {""updated_at"": ""2021-11-16 14:37:02.386757""}, ""v"": 2, ""ts"": 1637073422387}], ""v"": 2}"
"340","csm_P7QjtlYVOnFKHY9","Nutricia (Danone)",,"https://www.nutricia.com/",,"2021-11-16 14:36:42.784849","2021-11-16 14:37:02.692009","{""h"": [{""c"": {""id"": 340, ""uid"": ""csm_P7QjtlYVOnFKHY9"", ""name"": ""Nutricia (Danone)"", ""website"": ""https://www.nutricia.com/"", ""created_at"": ""2021-11-16T14:36:42.784849"", ""updated_at"": ""2021-11-16T14:36:42.784849"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073402785}, {""c"": {""updated_at"": ""2021-11-16 14:37:02.692009""}, ""v"": 2, ""ts"": 1637073422692}], ""v"": 2}"
"335","csm_LrIktXABSPYU4Gb","Rewind ",,"https://rewind.com/",,"2021-11-16 14:36:37.839416","2021-11-16 14:37:02.832896","{""h"": [{""c"": {""id"": 335, ""uid"": ""csm_LrIktXABSPYU4Gb"", ""name"": ""Rewind "", ""website"": ""https://rewind.com/"", ""created_at"": ""2021-11-16T14:36:37.839416"", ""updated_at"": ""2021-11-16T14:36:37.839416"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073397839}, {""c"": {""updated_at"": ""2021-11-16 14:37:02.832896""}, ""v"": 2, ""ts"": 1637073422833}], ""v"": 2}"
"334","csm_I3pHPq3UBWnsbKX","Dr. Noze Best",,"https://drnozebest.com/",,"2021-11-16 14:36:36.731294","2021-11-16 14:37:02.942331","{""h"": [{""c"": {""id"": 334, ""uid"": ""csm_I3pHPq3UBWnsbKX"", ""name"": ""Dr. Noze Best"", ""website"": ""https://drnozebest.com/"", ""created_at"": ""2021-11-16T14:36:36.731294"", ""updated_at"": ""2021-11-16T14:36:36.731294"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073396731}, {""c"": {""updated_at"": ""2021-11-16 14:37:02.942331""}, ""v"": 2, ""ts"": 1637073422942}], ""v"": 2}"
"332","csm_gvQAtrIgALMGtWy","Talmundo",,"https://www.talmundo.com/",,"2021-11-16 14:36:35.086102","2021-11-16 14:37:03.654471","{""h"": [{""c"": {""id"": 332, ""uid"": ""csm_gvQAtrIgALMGtWy"", ""name"": ""Talmundo"", ""website"": ""https://www.talmundo.com/"", ""created_at"": ""2021-11-16T14:36:35.086102"", ""updated_at"": ""2021-11-16T14:36:35.086102"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073395086}, {""c"": {""updated_at"": ""2021-11-16 14:37:03.654471""}, ""v"": 2, ""ts"": 1637073423654}], ""v"": 2}"
"337","csm_OJ7IR9AqWyTXLFU","Venn Law Group",,"www.vennlawgroup.com",,"2021-11-16 14:36:39.691832","2021-11-16 14:37:08.320312","{""h"": [{""c"": {""id"": 337, ""uid"": ""csm_OJ7IR9AqWyTXLFU"", ""name"": ""Venn Law Group"", ""website"": ""www.vennlawgroup.com"", ""created_at"": ""2021-11-16T14:36:39.691832"", ""updated_at"": ""2021-11-16T14:36:39.691832"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1637073399692}, {""c"": {""updated_at"": ""2021-11-16 14:37:08.320312""}, ""v"": 2, ""ts"": 1637073428320}], ""v"": 2}"
"243","csm_Q97C4IHAE9GVKRA","Respeecher",,"https://www.respeecher.com/ ","B2B","2021-10-14 13:48:24.488271","2021-11-18 15:12:02.981973","{""h"": [{""c"": {""id"": 243, ""uid"": ""csm_Q97C4IHAE9GVKRA"", ""name"": ""Respeecher"", ""website"": ""https://www.respeecher.com/ "", ""created_at"": ""2021-10-14T13:48:24.488271"", ""updated_at"": ""2021-10-14T13:48:24.488271"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1634219304488}, {""c"": {""website"": ""https://www.respeecher.com/"", ""updated_at"": ""2021-10-14 14:12:42.652137""}, ""v"": 2, ""ts"": 1634220762652}, {""c"": {""updated_at"": ""2021-10-14 14:12:57.662456""}, ""v"": 3, ""ts"": 1634220777662}, {""c"": {""website"": ""https://www.respeecher.com/ "", ""updated_at"": ""2021-11-18 15:12:02.981973""}, ""v"": 4, ""ts"": 1637248322982}], ""v"": 4}"
"341","csm_THCA3J52OJ4fJuD","Slack",,"https://slack.com","B2B","2021-11-18 15:12:00.627853","2021-11-18 15:12:24.034678","{""h"": [{""c"": {""id"": 341, ""uid"": ""csm_THCA3J52OJ4fJuD"", ""name"": ""Slack"", ""website"": ""https://slack.com"", ""created_at"": ""2021-11-18T15:12:00.627853"", ""updated_at"": ""2021-11-18T15:12:00.627853"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637248320628}, {""c"": {""updated_at"": ""2021-11-18 15:12:24.034678""}, ""v"": 2, ""ts"": 1637248344035}], ""v"": 2}"
"360","csm_3hcnsmW2H9j4giE","Wing / Five Guys",,"https://wingdigitalmarketing.co/","B2B","2021-11-29 08:42:59.400692","2021-11-29 08:43:22.997772","{""h"": [{""c"": {""id"": 360, ""uid"": ""csm_3hcnsmW2H9j4giE"", ""name"": ""Wing / Five Guys"", ""website"": ""https://wingdigitalmarketing.co/"", ""created_at"": ""2021-11-29T08:42:59.400692"", ""updated_at"": ""2021-11-29T08:42:59.400692"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1638175379401}, {""c"": {""updated_at"": ""2021-11-29 08:43:22.997772""}, ""v"": 2, ""ts"": 1638175402998}], ""v"": 2}"
"375","csm_NGpIz3T3PUniPbj","BigCommerce",,"https://www.bigcommerce.com/","B2B","2021-12-13 14:40:34.982417","2021-12-13 14:41:13.693064","{""h"": [{""c"": {""id"": 375, ""uid"": ""csm_NGpIz3T3PUniPbj"", ""name"": ""BigCommerce"", ""website"": ""https://www.bigcommerce.com/"", ""created_at"": ""2021-12-13T14:40:34.982417"", ""updated_at"": ""2021-12-13T14:40:34.982417"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1639406434982}, {""c"": {""updated_at"": ""2021-12-13 14:41:13.693064""}, ""v"": 2, ""ts"": 1639406473693}], ""v"": 2}"
"380","csm_yBh3ucn9TMU6QQV","Blue Field Labs",,,"B2B","2022-01-11 10:36:36.485063","2022-01-11 10:36:36.485063","{""h"": [{""c"": {""id"": 380, ""uid"": ""csm_yBh3ucn9TMU6QQV"", ""name"": ""Blue Field Labs"", ""website"": null, ""created_at"": ""2022-01-11T10:36:36.485063"", ""updated_at"": ""2022-01-11T10:36:36.485063"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1641897396485}], ""v"": 1}"
"387","csm_j7Pfyuv5oQ1de7G","an organic coffee brand (unable to share name of the client due to confidentiality)",,,,"2022-01-20 14:35:35.526357","2022-01-20 14:35:35.526357","{""h"": [{""c"": {""id"": 387, ""uid"": ""csm_j7Pfyuv5oQ1de7G"", ""name"": ""an organic coffee brand (unable to share name of the client due to confidentiality)"", ""website"": null, ""created_at"": ""2022-01-20T14:35:35.526357"", ""updated_at"": ""2022-01-20T14:35:35.526357"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1642689335526}], ""v"": 1}"
"346","csm_Lvw2iTR1NzBycXP","M-Files",,"https://www.m-files.com/","B2B","2021-11-25 07:02:07.641648","2021-11-25 07:02:36.229947","{""h"": [{""c"": {""id"": 346, ""uid"": ""csm_Lvw2iTR1NzBycXP"", ""name"": ""M-Files"", ""website"": ""https://www.m-files.com/"", ""created_at"": ""2021-11-25T07:02:07.641648"", ""updated_at"": ""2021-11-25T07:02:07.641648"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823727642}, {""c"": {""updated_at"": ""2021-11-25 07:02:36.229947""}, ""v"": 2, ""ts"": 1637823756230}], ""v"": 2}"
"348","csm_Zz7JN9KKED0jN7Z","Shibstead Media Group",,"https://schibsted.com/","B2B","2021-11-25 07:02:08.529886","2021-11-25 07:02:35.995528","{""h"": [{""c"": {""id"": 348, ""uid"": ""csm_Zz7JN9KKED0jN7Z"", ""name"": ""Shibstead Media Group"", ""website"": ""https://schibsted.com/"", ""created_at"": ""2021-11-25T07:02:08.529886"", ""updated_at"": ""2021-11-25T07:02:08.529886"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823728530}, {""c"": {""updated_at"": ""2021-11-25 07:02:35.995528""}, ""v"": 2, ""ts"": 1637823755996}], ""v"": 2}"
"349","csm_u2u4JJpHw6pa8kW","Softgarden",,"www.softgarden.com","B2B","2021-11-25 07:02:10.386682","2021-11-25 07:07:36.752402","{""h"": [{""c"": {""id"": 349, ""uid"": ""csm_u2u4JJpHw6pa8kW"", ""name"": ""Softgarden "", ""website"": ""www.softgarden.com "", ""created_at"": ""2021-11-25T07:02:10.386682"", ""updated_at"": ""2021-11-25T07:02:10.386682"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823730387}, {""c"": {""name"": ""Softgarden"", ""website"": ""www.softgarden.com"", ""updated_at"": ""2021-11-25 07:07:18.113434""}, ""v"": 2, ""ts"": 1637824038113}, {""c"": {""updated_at"": ""2021-11-25 07:07:36.752402""}, ""v"": 3, ""ts"": 1637824056752}], ""v"": 3}"
"368","csm_xq6jcdMRE8Hb2J0","Pixyle",,,,"2021-12-02 16:05:56.981939","2021-12-02 16:05:56.981939","{""h"": [{""c"": {""id"": 368, ""uid"": ""csm_xq6jcdMRE8Hb2J0"", ""name"": ""Pixyle"", ""website"": null, ""created_at"": ""2021-12-02T16:05:56.981939"", ""updated_at"": ""2021-12-02T16:05:56.981939"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1638461156982}], ""v"": 1}"
"363","csm_hpEJcxt5krsDczp","Logi Analytics",,"https://www.logianalytics.com/",,"2021-12-02 16:05:52.589246","2021-12-02 16:06:14.711262","{""h"": [{""c"": {""id"": 363, ""uid"": ""csm_hpEJcxt5krsDczp"", ""name"": ""Logi Analytics"", ""website"": ""https://www.logianalytics.com/"", ""created_at"": ""2021-12-02T16:05:52.589246"", ""updated_at"": ""2021-12-02T16:05:52.589246"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1638461152589}, {""c"": {""updated_at"": ""2021-12-02 16:06:14.711262""}, ""v"": 2, ""ts"": 1638461174711}], ""v"": 2}"
"381","csm_OZWw0Fr6xBbZQTJ","Nexxiot",,"https://nexxiot.com/","B2B","2022-01-11 11:40:36.084571","2022-01-11 11:41:01.237821","{""h"": [{""c"": {""id"": 381, ""uid"": ""csm_OZWw0Fr6xBbZQTJ"", ""name"": ""Nexxiot"", ""website"": ""https://nexxiot.com/"", ""created_at"": ""2022-01-11T11:40:36.084571"", ""updated_at"": ""2022-01-11T11:40:36.084571"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1641901236085}, {""c"": {""updated_at"": ""2022-01-11 11:41:01.237821""}, ""v"": 2, ""ts"": 1641901261238}], ""v"": 2}"
"429","csm_wenO7ZjruKpU6Zn","PreOmics GmbH",,"www.preomics.com",,"2022-02-09 16:18:16.131468","2022-02-09 16:18:36.823494","{""h"": [{""c"": {""id"": 429, ""uid"": ""csm_wenO7ZjruKpU6Zn"", ""name"": ""PreOmics GmbH"", ""website"": ""www.preomics.com"", ""created_at"": ""2022-02-09T16:18:16.131468"", ""updated_at"": ""2022-02-09T16:18:16.131468"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1644423496131}, {""c"": {""updated_at"": ""2022-02-09 16:18:36.823494""}, ""v"": 2, ""ts"": 1644423516823}], ""v"": 2}"
"424","csm_qrWouNvMD3JpfJ8","JUICD Energy ",,"https://juicd.energy/",,"2022-02-06 09:27:06.82356","2022-02-06 09:27:31.366057","{""h"": [{""c"": {""id"": 424, ""uid"": ""csm_qrWouNvMD3JpfJ8"", ""name"": ""JUICD Energy "", ""website"": ""https://juicd.energy/"", ""created_at"": ""2022-02-06T09:27:06.82356"", ""updated_at"": ""2022-02-06T09:27:06.82356"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1644139626824}, {""c"": {""updated_at"": ""2022-02-06 09:27:31.366057""}, ""v"": 2, ""ts"": 1644139651366}], ""v"": 2}"
"434","csm_DtBR2GZvn18cABW","Anime Universe",,"https://animeuniverse.com/","B2C","2022-02-09 16:18:21.584767","2022-02-09 16:18:40.756115","{""h"": [{""c"": {""id"": 434, ""uid"": ""csm_DtBR2GZvn18cABW"", ""name"": ""Anime Universe"", ""website"": ""https://animeuniverse.com/"", ""created_at"": ""2022-02-09T16:18:21.584767"", ""updated_at"": ""2022-02-09T16:18:21.584767"", ""description"": null, ""business_type"": ""B2C""}, ""v"": 1, ""ts"": 1644423501585}, {""c"": {""updated_at"": ""2022-02-09 16:18:40.756115""}, ""v"": 2, ""ts"": 1644423520756}], ""v"": 2}"
"433","csm_emcOlRvNciP665p","Nutanix",,"Nutanix.com","B2B","2022-02-09 16:18:21.344688","2022-02-09 16:18:42.411504","{""h"": [{""c"": {""id"": 433, ""uid"": ""csm_emcOlRvNciP665p"", ""name"": ""Nutanix"", ""website"": ""Nutanix.com"", ""created_at"": ""2022-02-09T16:18:21.344688"", ""updated_at"": ""2022-02-09T16:18:21.344688"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1644423501345}, {""c"": {""updated_at"": ""2022-02-09 16:18:42.411504""}, ""v"": 2, ""ts"": 1644423522412}], ""v"": 2}"
"226","csm_fSCoJh5Cp8SYZO2","NA",,"NA","B2B","2021-10-07 13:08:14.766469","2022-02-11 08:28:23.234413","{""h"": [{""c"": {""id"": 226, ""uid"": ""csm_fSCoJh5Cp8SYZO2"", ""name"": ""NA"", ""website"": null, ""created_at"": ""2021-10-07T13:08:14.766469"", ""updated_at"": ""2021-10-07T13:08:14.766469"", ""description"": null, ""business_type"": ""B2C""}, ""v"": 1, ""ts"": 1633612094766}, {""c"": {""updated_at"": ""2021-10-22 10:45:51.573061"", ""business_type"": ""B2B""}, ""v"": 2, ""ts"": 1634899551573}, {""c"": {""updated_at"": ""2021-10-27 09:41:42.536563"", ""business_type"": ""B2C""}, ""v"": 3, ""ts"": 1635327702537}, {""c"": {""updated_at"": ""2021-11-03 10:47:10.677376"", ""business_type"": ""B2B""}, ""v"": 4, ""ts"": 1635936430677}, {""c"": {""updated_at"": ""2021-12-13 14:41:13.858399"", ""business_type"": ""B2C""}, ""v"": 5, ""ts"": 1639406473858}, {""c"": {""website"": ""NA"", ""updated_at"": ""2022-02-11 08:28:23.234413"", ""business_type"": ""B2B""}, ""v"": 6, ""ts"": 1644568103234}], ""v"": 6}"
"435","csm_4i0ZVmHaTH8NTLn","ABBYY",,"https://www.abbyy.com","B2B","2022-02-11 08:28:19.519281","2022-02-11 08:28:46.616152","{""h"": [{""c"": {""id"": 435, ""uid"": ""csm_4i0ZVmHaTH8NTLn"", ""name"": ""ABBYY"", ""website"": ""https://www.abbyy.com"", ""created_at"": ""2022-02-11T08:28:19.519281"", ""updated_at"": ""2022-02-11T08:28:19.519281"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1644568099519}, {""c"": {""updated_at"": ""2022-02-11 08:28:46.616152""}, ""v"": 2, ""ts"": 1644568126616}], ""v"": 2}"
"347","csm_aoHYrS287HCif7t","Leanplum",,"https://www.leanplum.com/","B2B","2021-11-25 07:02:08.393854","2021-11-25 07:02:09.314043","{""h"": [{""c"": {""id"": 347, ""uid"": ""csm_aoHYrS287HCif7t"", ""name"": ""Leanplum"", ""website"": ""https://www.leanplum.com/"", ""created_at"": ""2021-11-25T07:02:08.393854"", ""updated_at"": ""2021-11-25T07:02:08.393854"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823728394}, {""c"": {""updated_at"": ""2021-11-25 07:02:09.314043""}, ""v"": 2, ""ts"": 1637823729314}], ""v"": 2}"
"350","csm_qnLCNdNZh1Y7aci","Zinier",,"https://www.zinier.com/","B2B","2021-11-25 07:02:10.519622","2021-11-25 07:02:11.161243","{""h"": [{""c"": {""id"": 350, ""uid"": ""csm_qnLCNdNZh1Y7aci"", ""name"": ""Zinier"", ""website"": ""https://www.zinier.com/"", ""created_at"": ""2021-11-25T07:02:10.519622"", ""updated_at"": ""2021-11-25T07:02:10.519622"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823730520}, {""c"": {""updated_at"": ""2021-11-25 07:02:11.161243""}, ""v"": 2, ""ts"": 1637823731161}], ""v"": 2}"
"345","csm_d3W10lf7daYl7F4","Validated ID",,"https://www.validatedid.com/","B2B","2021-11-25 07:02:07.07145","2021-11-25 07:02:28.592949","{""h"": [{""c"": {""id"": 345, ""uid"": ""csm_d3W10lf7daYl7F4"", ""name"": ""Validated ID"", ""website"": ""https://www.validatedid.com/"", ""created_at"": ""2021-11-25T07:02:07.07145"", ""updated_at"": ""2021-11-25T07:02:07.07145"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823727071}, {""c"": {""updated_at"": ""2021-11-25 07:02:28.592949""}, ""v"": 2, ""ts"": 1637823748593}], ""v"": 2}"
"342","csm_TR9TTyVZgIbbw74","MentorcliQ",,"https://www.mentorcliq.com/","B2B","2021-11-25 07:02:04.190885","2021-11-25 07:02:29.028367","{""h"": [{""c"": {""id"": 342, ""uid"": ""csm_TR9TTyVZgIbbw74"", ""name"": ""MentorcliQ"", ""website"": ""https://www.mentorcliq.com/"", ""created_at"": ""2021-11-25T07:02:04.190885"", ""updated_at"": ""2021-11-25T07:02:04.190885"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823724191}, {""c"": {""updated_at"": ""2021-11-25 07:02:29.028367""}, ""v"": 2, ""ts"": 1637823749028}], ""v"": 2}"
"344","csm_8VMTmTZB1rTusQ6","ROI Hunter",,"https://www.roihunter.com/","B2B","2021-11-25 07:02:06.491246","2021-11-25 07:02:29.507908","{""h"": [{""c"": {""id"": 344, ""uid"": ""csm_8VMTmTZB1rTusQ6"", ""name"": ""ROI Hunter"", ""website"": ""https://www.roihunter.com/"", ""created_at"": ""2021-11-25T07:02:06.491246"", ""updated_at"": ""2021-11-25T07:02:06.491246"", ""description"": null, ""business_type"": ""B2B""}, ""v"": 1, ""ts"": 1637823726491}, {""c"": {""updated_at"": ""2021-11-25 07:02:29.507908""}, ""v"": 2, ""ts"": 1637823749508}], ""v"": 2}"
"365","csm_BL6oQzjTbENPGfX","Banrock Station",,"https://www.banrockstation.com.au",,"2021-12-02 16:05:53.978799","2021-12-02 16:06:13.896882","{""h"": [{""c"": {""id"": 365, ""uid"": ""csm_BL6oQzjTbENPGfX"", ""name"": ""Banrock Station"", ""website"": ""https://www.banrockstation.com.au"", ""created_at"": ""2021-12-02T16:05:53.978799"", ""updated_at"": ""2021-12-02T16:05:53.978799"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1638461153979}, {""c"": {""updated_at"": ""2021-12-02 16:06:13.896882""}, ""v"": 2, ""ts"": 1638461173897}], ""v"": 2}"
"364","csm_NlxCqOmI0URx25V","Global Disaster Preparedness Center-Red Cross",,"https://preparecenter.org/",,"2021-12-02 16:05:52.72822","2021-12-02 16:06:15.695921","{""h"": [{""c"": {""id"": 364, ""uid"": ""csm_NlxCqOmI0URx25V"", ""name"": ""Global Disaster Preparedness Center-Red Cross"", ""website"": ""https://preparecenter.org/"", ""created_at"": ""2021-12-02T16:05:52.72822"", ""updated_at"": ""2021-12-02T16:05:52.72822"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1638461152728}, {""c"": {""updated_at"": ""2021-12-02 16:06:15.695921""}, ""v"": 2, ""ts"": 1638461175696}], ""v"": 2}"
"367","csm_K5U9lONRWWIxpxQ","Urban.Co",,"https://urban.co/en-gb/",,"2021-12-02 16:05:56.516564","2021-12-02 16:06:26.825158","{""h"": [{""c"": {""id"": 367, ""uid"": ""csm_K5U9lONRWWIxpxQ"", ""name"": ""Urban.Co"", ""website"": ""https://urban.co/en-gb/"", ""created_at"": ""2021-12-02T16:05:56.516564"", ""updated_at"": ""2021-12-02T16:05:56.516564"", ""description"": null, ""business_type"": null}, ""v"": 1, ""ts"": 1638461156517}, {""c"": {""updated_at"": ""2021-12-02 16:06:26.825158""}, ""v"": 2, ""ts"": 1638461186825}], ""v"": 2}"
"382","csm_bt8kCzTrDus9HOo","Musicisum",,"https://www.musicisum.net/","B2C","2022-01-11 11:40:36.62401","2022-01-11 11:41:00.400966","{""h"": [{""c"": {""id"": 382, ""uid"": ""csm_bt8kCzTrDus9HOo"", ""name"": ""Musicisum"", ""website"": ""https://www.musicisum.net/"", ""created_at"": ""2022-01-11T11:40:36.62401"", ""updated_at"": ""2022-01-11T11:40:36.62401"", ""description"": null, ""business_type"": ""B2C""}, ""v"": 1, ""ts"": 1641901236624}, {""c"": {""updated_at"": ""2022-01-11 11:41:00.400966""}, ""v"": 2, ""ts"": 1641901260401}], ""v"": 2}"
