id,uid,article_id,industry_id,created_at,updated_at,log_data
"267","csi_IkwyzpqzqZ43mFm","106","240","2021-07-26 07:44:04.831901","2021-07-26 07:44:04.831901","{""h"": [{""c"": {""id"": 267, ""uid"": ""csi_IkwyzpqzqZ43mFm"", ""article_id"": 106, ""created_at"": ""2021-07-26T07:44:04.831901"", ""updated_at"": ""2021-07-26T07:44:04.831901"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627285444832}], ""v"": 1}"
"268","csi_d7b4a5xwsZVZth5","106","56","2021-07-26 07:44:04.840281","2021-07-26 07:44:04.840281","{""h"": [{""c"": {""id"": 268, ""uid"": ""csi_d7b4a5xwsZVZth5"", ""article_id"": 106, ""created_at"": ""2021-07-26T07:44:04.840281"", ""updated_at"": ""2021-07-26T07:44:04.840281"", ""industry_id"": 56}, ""v"": 1, ""ts"": 1627285444840}], ""v"": 1}"
"269","csi_Z8gCjvqTAWE6yvC","106","639","2021-07-26 07:44:04.849089","2021-07-26 07:44:04.849089","{""h"": [{""c"": {""id"": 269, ""uid"": ""csi_Z8gCjvqTAWE6yvC"", ""article_id"": 106, ""created_at"": ""2021-07-26T07:44:04.849089"", ""updated_at"": ""2021-07-26T07:44:04.849089"", ""industry_id"": 639}, ""v"": 1, ""ts"": 1627285444849}], ""v"": 1}"
"1172","csi_a3oRk3URoOYVxQD","360","45","2022-01-26 15:18:52.339397","2022-01-26 15:18:52.339397","{""h"": [{""c"": {""id"": 1172, ""uid"": ""csi_a3oRk3URoOYVxQD"", ""article_id"": 360, ""created_at"": ""2022-01-26T15:18:52.339397"", ""updated_at"": ""2022-01-26T15:18:52.339397"", ""industry_id"": 45}, ""v"": 1, ""ts"": 1643210332339}], ""v"": 1}"
"275","csi_xFgaGZpyB2bHcXC","108","586","2021-07-26 07:50:39.116387","2021-07-26 07:50:39.116387","{""h"": [{""c"": {""id"": 275, ""uid"": ""csi_xFgaGZpyB2bHcXC"", ""article_id"": 108, ""created_at"": ""2021-07-26T07:50:39.116387"", ""updated_at"": ""2021-07-26T07:50:39.116387"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285839116}], ""v"": 1}"
"276","csi_yqGKJOTf7nuT23q","108","209","2021-07-26 07:50:39.123255","2021-07-26 07:50:39.123255","{""h"": [{""c"": {""id"": 276, ""uid"": ""csi_yqGKJOTf7nuT23q"", ""article_id"": 108, ""created_at"": ""2021-07-26T07:50:39.123255"", ""updated_at"": ""2021-07-26T07:50:39.123255"", ""industry_id"": 209}, ""v"": 1, ""ts"": 1627285839123}], ""v"": 1}"
"277","csi_B0QZqjYVoiyNwN0","109","586","2021-07-26 07:50:40.988248","2021-07-26 07:50:40.988248","{""h"": [{""c"": {""id"": 277, ""uid"": ""csi_B0QZqjYVoiyNwN0"", ""article_id"": 109, ""created_at"": ""2021-07-26T07:50:40.988248"", ""updated_at"": ""2021-07-26T07:50:40.988248"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285840988}], ""v"": 1}"
"278","csi_ZNpP64CW0DjPEBE","109","240","2021-07-26 07:50:41.006741","2021-07-26 07:50:41.006741","{""h"": [{""c"": {""id"": 278, ""uid"": ""csi_ZNpP64CW0DjPEBE"", ""article_id"": 109, ""created_at"": ""2021-07-26T07:50:41.006741"", ""updated_at"": ""2021-07-26T07:50:41.006741"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627285841007}], ""v"": 1}"
"1247","csi_CEmJo7ghqIkA0cd","402","1430","2022-02-11 05:14:45.426283","2022-02-11 05:14:45.426283","{""h"": [{""c"": {""id"": 1247, ""uid"": ""csi_CEmJo7ghqIkA0cd"", ""article_id"": 402, ""created_at"": ""2022-02-11T05:14:45.426283"", ""updated_at"": ""2022-02-11T05:14:45.426283"", ""industry_id"": 1430}, ""v"": 1, ""ts"": 1644556485426}], ""v"": 1}"
"1360","csi_ExXLHfVWbvLUsKI","88","586","2022-02-11 12:14:53.021071","2022-02-11 12:14:53.021071","{""h"": [{""c"": {""id"": 1360, ""uid"": ""csi_ExXLHfVWbvLUsKI"", ""article_id"": 88, ""created_at"": ""2022-02-11T12:14:53.021071"", ""updated_at"": ""2022-02-11T12:14:53.021071"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1644581693021}], ""v"": 1}"
"281","csi_7OLt2EzaMYq9dRT","109","279","2021-07-26 07:50:41.024041","2021-07-26 07:50:41.024041","{""h"": [{""c"": {""id"": 281, ""uid"": ""csi_7OLt2EzaMYq9dRT"", ""article_id"": 109, ""created_at"": ""2021-07-26T07:50:41.024041"", ""updated_at"": ""2021-07-26T07:50:41.024041"", ""industry_id"": 279}, ""v"": 1, ""ts"": 1627285841024}], ""v"": 1}"
"1361","csi_L3hAQh7sUfZQRPC","212","272","2022-02-11 12:20:35.109003","2022-02-11 12:20:35.109003","{""h"": [{""c"": {""id"": 1361, ""uid"": ""csi_L3hAQh7sUfZQRPC"", ""article_id"": 212, ""created_at"": ""2022-02-11T12:20:35.109003"", ""updated_at"": ""2022-02-11T12:20:35.109003"", ""industry_id"": 272}, ""v"": 1, ""ts"": 1644582035109}], ""v"": 1}"
"1362","csi_eHUQhz8LXlhvKLv","212","582","2022-02-11 12:20:35.114777","2022-02-11 12:20:35.114777","{""h"": [{""c"": {""id"": 1362, ""uid"": ""csi_eHUQhz8LXlhvKLv"", ""article_id"": 212, ""created_at"": ""2022-02-11T12:20:35.114777"", ""updated_at"": ""2022-02-11T12:20:35.114777"", ""industry_id"": 582}, ""v"": 1, ""ts"": 1644582035115}], ""v"": 1}"
"1248","csi_Ii4qOJH11s9n3lP","410","240","2022-02-11 08:28:19.628371","2022-02-11 08:28:19.628371","{""h"": [{""c"": {""id"": 1248, ""uid"": ""csi_Ii4qOJH11s9n3lP"", ""article_id"": 410, ""created_at"": ""2022-02-11T08:28:19.628371"", ""updated_at"": ""2022-02-11T08:28:19.628371"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1644568099628}], ""v"": 1}"
"1249","csi_TbykAeP7MdyOvzg","410","52","2022-02-11 08:28:19.636962","2022-02-11 08:28:19.636962","{""h"": [{""c"": {""id"": 1249, ""uid"": ""csi_TbykAeP7MdyOvzg"", ""article_id"": 410, ""created_at"": ""2022-02-11T08:28:19.636962"", ""updated_at"": ""2022-02-11T08:28:19.636962"", ""industry_id"": 52}, ""v"": 1, ""ts"": 1644568099637}], ""v"": 1}"
"298","csi_gydWNpWr88uJ7mx","117","586","2021-07-26 07:50:49.168975","2021-07-26 07:50:49.168975","{""h"": [{""c"": {""id"": 298, ""uid"": ""csi_gydWNpWr88uJ7mx"", ""article_id"": 117, ""created_at"": ""2021-07-26T07:50:49.168975"", ""updated_at"": ""2021-07-26T07:50:49.168975"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285849169}], ""v"": 1}"
"299","csi_SFNFyJ12fYIvdyS","117","216","2021-07-26 07:50:49.176359","2021-07-26 07:50:49.176359","{""h"": [{""c"": {""id"": 299, ""uid"": ""csi_SFNFyJ12fYIvdyS"", ""article_id"": 117, ""created_at"": ""2021-07-26T07:50:49.176359"", ""updated_at"": ""2021-07-26T07:50:49.176359"", ""industry_id"": 216}, ""v"": 1, ""ts"": 1627285849176}], ""v"": 1}"
"304","csi_oFLFGqNAl0WoywV","120","586","2021-07-26 07:50:52.009804","2021-07-26 07:50:52.009804","{""h"": [{""c"": {""id"": 304, ""uid"": ""csi_oFLFGqNAl0WoywV"", ""article_id"": 120, ""created_at"": ""2021-07-26T07:50:52.009804"", ""updated_at"": ""2021-07-26T07:50:52.009804"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285852010}], ""v"": 1}"
"305","csi_JctxAd330FBXlEK","120","240","2021-07-26 07:50:52.017861","2021-07-26 07:50:52.017861","{""h"": [{""c"": {""id"": 305, ""uid"": ""csi_JctxAd330FBXlEK"", ""article_id"": 120, ""created_at"": ""2021-07-26T07:50:52.017861"", ""updated_at"": ""2021-07-26T07:50:52.017861"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627285852018}], ""v"": 1}"
"318","csi_NNoifx0evBg8DWl","126","586","2021-07-26 07:55:43.710197","2021-07-26 07:55:43.710197","{""h"": [{""c"": {""id"": 318, ""uid"": ""csi_NNoifx0evBg8DWl"", ""article_id"": 126, ""created_at"": ""2021-07-26T07:55:43.710197"", ""updated_at"": ""2021-07-26T07:55:43.710197"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627286143710}], ""v"": 1}"
"319","csi_9U6LCUv8yjHjBdG","126","240","2021-07-26 07:55:43.717592","2021-07-26 07:55:43.717592","{""h"": [{""c"": {""id"": 319, ""uid"": ""csi_9U6LCUv8yjHjBdG"", ""article_id"": 126, ""created_at"": ""2021-07-26T07:55:43.717592"", ""updated_at"": ""2021-07-26T07:55:43.717592"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627286143718}], ""v"": 1}"
"320","csi_I4NArNbUCdgg3tV","126","366","2021-07-26 07:55:43.726021","2021-07-26 07:55:43.726021","{""h"": [{""c"": {""id"": 320, ""uid"": ""csi_I4NArNbUCdgg3tV"", ""article_id"": 126, ""created_at"": ""2021-07-26T07:55:43.726021"", ""updated_at"": ""2021-07-26T07:55:43.726021"", ""industry_id"": 366}, ""v"": 1, ""ts"": 1627286143726}], ""v"": 1}"
"321","csi_GCOJMiBOP45PZRw","126","324","2021-07-26 07:55:43.733983","2021-07-26 07:55:43.733983","{""h"": [{""c"": {""id"": 321, ""uid"": ""csi_GCOJMiBOP45PZRw"", ""article_id"": 126, ""created_at"": ""2021-07-26T07:55:43.733983"", ""updated_at"": ""2021-07-26T07:55:43.733983"", ""industry_id"": 324}, ""v"": 1, ""ts"": 1627286143734}], ""v"": 1}"
"322","csi_VUiUrR4yXxnouus","126","430","2021-07-26 07:55:43.740919","2021-07-26 07:55:43.740919","{""h"": [{""c"": {""id"": 322, ""uid"": ""csi_VUiUrR4yXxnouus"", ""article_id"": 126, ""created_at"": ""2021-07-26T07:55:43.740919"", ""updated_at"": ""2021-07-26T07:55:43.740919"", ""industry_id"": 430}, ""v"": 1, ""ts"": 1627286143741}], ""v"": 1}"
"1250","csi_qQtCw0gifwhiIh8","411","586","2022-02-11 08:28:20.044827","2022-02-11 08:28:20.044827","{""h"": [{""c"": {""id"": 1250, ""uid"": ""csi_qQtCw0gifwhiIh8"", ""article_id"": 411, ""created_at"": ""2022-02-11T08:28:20.044827"", ""updated_at"": ""2022-02-11T08:28:20.044827"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1644568100045}], ""v"": 1}"
"1251","csi_U3WlmXD2mbYJ3Qa","411","575","2022-02-11 08:28:20.054306","2022-02-11 08:28:20.054306","{""h"": [{""c"": {""id"": 1251, ""uid"": ""csi_U3WlmXD2mbYJ3Qa"", ""article_id"": 411, ""created_at"": ""2022-02-11T08:28:20.054306"", ""updated_at"": ""2022-02-11T08:28:20.054306"", ""industry_id"": 575}, ""v"": 1, ""ts"": 1644568100054}], ""v"": 1}"
"1252","csi_rmMs1oUETOU9nQ7","411","340","2022-02-11 08:28:20.061127","2022-02-11 08:28:20.061127","{""h"": [{""c"": {""id"": 1252, ""uid"": ""csi_rmMs1oUETOU9nQ7"", ""article_id"": 411, ""created_at"": ""2022-02-11T08:28:20.061127"", ""updated_at"": ""2022-02-11T08:28:20.061127"", ""industry_id"": 340}, ""v"": 1, ""ts"": 1644568100061}], ""v"": 1}"
"331","csi_NQe1lwYiWtVSYMz","129","586","2021-07-26 07:55:46.871572","2021-07-26 07:55:46.871572","{""h"": [{""c"": {""id"": 331, ""uid"": ""csi_NQe1lwYiWtVSYMz"", ""article_id"": 129, ""created_at"": ""2021-07-26T07:55:46.871572"", ""updated_at"": ""2021-07-26T07:55:46.871572"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627286146872}], ""v"": 1}"
"332","csi_NykZGHlrLF237fH","129","240","2021-07-26 07:55:46.878624","2021-07-26 07:55:46.878624","{""h"": [{""c"": {""id"": 332, ""uid"": ""csi_NykZGHlrLF237fH"", ""article_id"": 129, ""created_at"": ""2021-07-26T07:55:46.878624"", ""updated_at"": ""2021-07-26T07:55:46.878624"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627286146879}], ""v"": 1}"
"292","csi_OEG0Tsr02yC2tCP","116","586","2021-07-26 07:50:47.739166","2021-07-26 07:50:47.739166","{""h"": [{""c"": {""id"": 292, ""uid"": ""csi_OEG0Tsr02yC2tCP"", ""article_id"": 116, ""created_at"": ""2021-07-26T07:50:47.739166"", ""updated_at"": ""2021-07-26T07:50:47.739166"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285847739}], ""v"": 1}"
"293","csi_DhSzLMl59d7RIiI","116","240","2021-07-26 07:50:47.748181","2021-07-26 07:50:47.748181","{""h"": [{""c"": {""id"": 293, ""uid"": ""csi_DhSzLMl59d7RIiI"", ""article_id"": 116, ""created_at"": ""2021-07-26T07:50:47.748181"", ""updated_at"": ""2021-07-26T07:50:47.748181"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627285847748}], ""v"": 1}"
"294","csi_GWeUxN2v9JafUAh","116","426","2021-07-26 07:50:47.756531","2021-07-26 07:50:47.756531","{""h"": [{""c"": {""id"": 294, ""uid"": ""csi_GWeUxN2v9JafUAh"", ""article_id"": 116, ""created_at"": ""2021-07-26T07:50:47.756531"", ""updated_at"": ""2021-07-26T07:50:47.756531"", ""industry_id"": 426}, ""v"": 1, ""ts"": 1627285847757}], ""v"": 1}"
"295","csi_okClFlteoi9mtrc","116","288","2021-07-26 07:50:47.765034","2021-07-26 07:50:47.765034","{""h"": [{""c"": {""id"": 295, ""uid"": ""csi_okClFlteoi9mtrc"", ""article_id"": 116, ""created_at"": ""2021-07-26T07:50:47.765034"", ""updated_at"": ""2021-07-26T07:50:47.765034"", ""industry_id"": 288}, ""v"": 1, ""ts"": 1627285847765}], ""v"": 1}"
"296","csi_v9ZbDjpeiD5znru","116","640","2021-07-26 07:50:47.773137","2021-07-26 07:50:47.773137","{""h"": [{""c"": {""id"": 296, ""uid"": ""csi_v9ZbDjpeiD5znru"", ""article_id"": 116, ""created_at"": ""2021-07-26T07:50:47.773137"", ""updated_at"": ""2021-07-26T07:50:47.773137"", ""industry_id"": 640}, ""v"": 1, ""ts"": 1627285847773}], ""v"": 1}"
"297","csi_VaGvpFu9DgOAEkp","116","564","2021-07-26 07:50:47.784805","2021-07-26 07:50:47.784805","{""h"": [{""c"": {""id"": 297, ""uid"": ""csi_VaGvpFu9DgOAEkp"", ""article_id"": 116, ""created_at"": ""2021-07-26T07:50:47.784805"", ""updated_at"": ""2021-07-26T07:50:47.784805"", ""industry_id"": 564}, ""v"": 1, ""ts"": 1627285847785}], ""v"": 1}"
"308","csi_XVhtU1QaYgLvOhH","123","586","2021-07-26 07:50:56.668804","2021-07-26 07:50:56.668804","{""h"": [{""c"": {""id"": 308, ""uid"": ""csi_XVhtU1QaYgLvOhH"", ""article_id"": 123, ""created_at"": ""2021-07-26T07:50:56.668804"", ""updated_at"": ""2021-07-26T07:50:56.668804"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285856669}], ""v"": 1}"
"309","csi_DbfCSm3buWVe1Lb","123","240","2021-07-26 07:50:56.675407","2021-07-26 07:50:56.675407","{""h"": [{""c"": {""id"": 309, ""uid"": ""csi_DbfCSm3buWVe1Lb"", ""article_id"": 123, ""created_at"": ""2021-07-26T07:50:56.675407"", ""updated_at"": ""2021-07-26T07:50:56.675407"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627285856675}], ""v"": 1}"
"310","csi_1Prcn1WTiN0jUbp","123","430","2021-07-26 07:50:56.68267","2021-07-26 07:50:56.68267","{""h"": [{""c"": {""id"": 310, ""uid"": ""csi_1Prcn1WTiN0jUbp"", ""article_id"": 123, ""created_at"": ""2021-07-26T07:50:56.68267"", ""updated_at"": ""2021-07-26T07:50:56.68267"", ""industry_id"": 430}, ""v"": 1, ""ts"": 1627285856683}], ""v"": 1}"
"311","csi_cutKxjcojKfc9Kq","123","324","2021-07-26 07:50:56.689427","2021-07-26 07:50:56.689427","{""h"": [{""c"": {""id"": 311, ""uid"": ""csi_cutKxjcojKfc9Kq"", ""article_id"": 123, ""created_at"": ""2021-07-26T07:50:56.689427"", ""updated_at"": ""2021-07-26T07:50:56.689427"", ""industry_id"": 324}, ""v"": 1, ""ts"": 1627285856689}], ""v"": 1}"
"312","csi_35p0YF9s9STScb0","123","639","2021-07-26 07:50:56.696065","2021-07-26 07:50:56.696065","{""h"": [{""c"": {""id"": 312, ""uid"": ""csi_35p0YF9s9STScb0"", ""article_id"": 123, ""created_at"": ""2021-07-26T07:50:56.696065"", ""updated_at"": ""2021-07-26T07:50:56.696065"", ""industry_id"": 639}, ""v"": 1, ""ts"": 1627285856696}], ""v"": 1}"
"328","csi_dL3HY31lmEcCZPn","128","586","2021-07-26 07:55:45.533104","2021-07-26 07:55:45.533104","{""h"": [{""c"": {""id"": 328, ""uid"": ""csi_dL3HY31lmEcCZPn"", ""article_id"": 128, ""created_at"": ""2021-07-26T07:55:45.533104"", ""updated_at"": ""2021-07-26T07:55:45.533104"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627286145533}], ""v"": 1}"
"329","csi_LITJQR7lJn9UlbM","128","170","2021-07-26 07:55:45.542555","2021-07-26 07:55:45.542555","{""h"": [{""c"": {""id"": 329, ""uid"": ""csi_LITJQR7lJn9UlbM"", ""article_id"": 128, ""created_at"": ""2021-07-26T07:55:45.542555"", ""updated_at"": ""2021-07-26T07:55:45.542555"", ""industry_id"": 170}, ""v"": 1, ""ts"": 1627286145543}], ""v"": 1}"
"330","csi_bLN19otjiuremxP","128","344","2021-07-26 07:55:45.551662","2021-07-26 07:55:45.551662","{""h"": [{""c"": {""id"": 330, ""uid"": ""csi_bLN19otjiuremxP"", ""article_id"": 128, ""created_at"": ""2021-07-26T07:55:45.551662"", ""updated_at"": ""2021-07-26T07:55:45.551662"", ""industry_id"": 344}, ""v"": 1, ""ts"": 1627286145552}], ""v"": 1}"
"354","csi_xyxYBj3cmPtLWky","136","40","2021-07-26 07:56:04.646452","2021-07-26 07:56:04.646452","{""h"": [{""c"": {""id"": 354, ""uid"": ""csi_xyxYBj3cmPtLWky"", ""article_id"": 136, ""created_at"": ""2021-07-26T07:56:04.646452"", ""updated_at"": ""2021-07-26T07:56:04.646452"", ""industry_id"": 40}, ""v"": 1, ""ts"": 1627286164646}], ""v"": 1}"
"355","csi_uGpbRktMyOQQdgB","124","1367","2021-07-26 07:56:19.214326","2021-07-26 07:56:19.214326","{""h"": [{""c"": {""id"": 355, ""uid"": ""csi_uGpbRktMyOQQdgB"", ""article_id"": 124, ""created_at"": ""2021-07-26T07:56:19.214326"", ""updated_at"": ""2021-07-26T07:56:19.214326"", ""industry_id"": 1367}, ""v"": 1, ""ts"": 1627286179214}], ""v"": 1}"
"356","csi_XE9rFCdMcMyv5in","124","372","2021-07-26 07:56:19.221828","2021-07-26 07:56:19.221828","{""h"": [{""c"": {""id"": 356, ""uid"": ""csi_XE9rFCdMcMyv5in"", ""article_id"": 124, ""created_at"": ""2021-07-26T07:56:19.221828"", ""updated_at"": ""2021-07-26T07:56:19.221828"", ""industry_id"": 372}, ""v"": 1, ""ts"": 1627286179222}], ""v"": 1}"
"357","csi_oAaBc55oVX2ewz0","124","1368","2021-07-26 07:56:19.228747","2021-07-26 07:56:19.228747","{""h"": [{""c"": {""id"": 357, ""uid"": ""csi_oAaBc55oVX2ewz0"", ""article_id"": 124, ""created_at"": ""2021-07-26T07:56:19.228747"", ""updated_at"": ""2021-07-26T07:56:19.228747"", ""industry_id"": 1368}, ""v"": 1, ""ts"": 1627286179229}], ""v"": 1}"
"1253","csi_HeOHzf3uWQEbOzw","412","209","2022-02-11 08:28:20.852385","2022-02-11 08:28:20.852385","{""h"": [{""c"": {""id"": 1253, ""uid"": ""csi_HeOHzf3uWQEbOzw"", ""article_id"": 412, ""created_at"": ""2022-02-11T08:28:20.852385"", ""updated_at"": ""2022-02-11T08:28:20.852385"", ""industry_id"": 209}, ""v"": 1, ""ts"": 1644568100852}], ""v"": 1}"
"1254","csi_zCVsR4HWVhZmOZE","412","426","2022-02-11 08:28:20.860458","2022-02-11 08:28:20.860458","{""h"": [{""c"": {""id"": 1254, ""uid"": ""csi_zCVsR4HWVhZmOZE"", ""article_id"": 412, ""created_at"": ""2022-02-11T08:28:20.860458"", ""updated_at"": ""2022-02-11T08:28:20.860458"", ""industry_id"": 426}, ""v"": 1, ""ts"": 1644568100860}], ""v"": 1}"
"1255","csi_c8p2jAPU25DRxKj","412","333","2022-02-11 08:28:20.871784","2022-02-11 08:28:20.871784","{""h"": [{""c"": {""id"": 1255, ""uid"": ""csi_c8p2jAPU25DRxKj"", ""article_id"": 412, ""created_at"": ""2022-02-11T08:28:20.871784"", ""updated_at"": ""2022-02-11T08:28:20.871784"", ""industry_id"": 333}, ""v"": 1, ""ts"": 1644568100872}], ""v"": 1}"
"300","csi_XZGgtmS0EIdy1Tf","118","586","2021-07-26 07:50:49.901656","2021-07-26 07:50:49.901656","{""h"": [{""c"": {""id"": 300, ""uid"": ""csi_XZGgtmS0EIdy1Tf"", ""article_id"": 118, ""created_at"": ""2021-07-26T07:50:49.901656"", ""updated_at"": ""2021-07-26T07:50:49.901656"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285849902}], ""v"": 1}"
"301","csi_NOZ8hFWhuB7qUfU","118","240","2021-07-26 07:50:49.909194","2021-07-26 07:50:49.909194","{""h"": [{""c"": {""id"": 301, ""uid"": ""csi_NOZ8hFWhuB7qUfU"", ""article_id"": 118, ""created_at"": ""2021-07-26T07:50:49.909194"", ""updated_at"": ""2021-07-26T07:50:49.909194"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1627285849909}], ""v"": 1}"
"302","csi_5cFodIwIpOGFLhG","118","178","2021-07-26 07:50:49.917832","2021-07-26 07:50:49.917832","{""h"": [{""c"": {""id"": 302, ""uid"": ""csi_5cFodIwIpOGFLhG"", ""article_id"": 118, ""created_at"": ""2021-07-26T07:50:49.917832"", ""updated_at"": ""2021-07-26T07:50:49.917832"", ""industry_id"": 178}, ""v"": 1, ""ts"": 1627285849918}], ""v"": 1}"
"1363","csi_R75iNXHtAXF5cM0","212","209","2022-02-11 12:20:35.11909","2022-02-11 12:20:35.11909","{""h"": [{""c"": {""id"": 1363, ""uid"": ""csi_R75iNXHtAXF5cM0"", ""article_id"": 212, ""created_at"": ""2022-02-11T12:20:35.11909"", ""updated_at"": ""2022-02-11T12:20:35.11909"", ""industry_id"": 209}, ""v"": 1, ""ts"": 1644582035119}], ""v"": 1}"
"1364","csi_MFdTVMFsQR8DfU2","212","271","2022-02-11 12:20:35.123527","2022-02-11 12:20:35.123527","{""h"": [{""c"": {""id"": 1364, ""uid"": ""csi_MFdTVMFsQR8DfU2"", ""article_id"": 212, ""created_at"": ""2022-02-11T12:20:35.123527"", ""updated_at"": ""2022-02-11T12:20:35.123527"", ""industry_id"": 271}, ""v"": 1, ""ts"": 1644582035124}], ""v"": 1}"
"1256","csi_AsxDkOj7l66mbCt","412","370","2022-02-11 08:28:20.878447","2022-02-11 08:28:20.878447","{""h"": [{""c"": {""id"": 1256, ""uid"": ""csi_AsxDkOj7l66mbCt"", ""article_id"": 412, ""created_at"": ""2022-02-11T08:28:20.878447"", ""updated_at"": ""2022-02-11T08:28:20.878447"", ""industry_id"": 370}, ""v"": 1, ""ts"": 1644568100878}], ""v"": 1}"
"1365","csi_yLN3B8AG1V7xwfu","87","586","2022-02-11 12:26:07.300125","2022-02-11 12:26:07.300125","{""h"": [{""c"": {""id"": 1365, ""uid"": ""csi_yLN3B8AG1V7xwfu"", ""article_id"": 87, ""created_at"": ""2022-02-11T12:26:07.300125"", ""updated_at"": ""2022-02-11T12:26:07.300125"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1644582367300}], ""v"": 1}"
"306","csi_1F68StSghpYRirN","121","586","2021-07-26 07:50:54.133018","2021-07-26 07:50:54.133018","{""h"": [{""c"": {""id"": 306, ""uid"": ""csi_1F68StSghpYRirN"", ""article_id"": 121, ""created_at"": ""2021-07-26T07:50:54.133018"", ""updated_at"": ""2021-07-26T07:50:54.133018"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285854133}], ""v"": 1}"
"307","csi_g4kKBqaSkFcRwGO","122","586","2021-07-26 07:50:55.836621","2021-07-26 07:50:55.836621","{""h"": [{""c"": {""id"": 307, ""uid"": ""csi_g4kKBqaSkFcRwGO"", ""article_id"": 122, ""created_at"": ""2021-07-26T07:50:55.836621"", ""updated_at"": ""2021-07-26T07:50:55.836621"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1627285855837}], ""v"": 1}"
"1180","csi_HtOCUR4EmSulxoT","112","586","2022-02-01 13:51:53.709878","2022-02-01 13:51:53.709878","{""h"": [{""c"": {""id"": 1180, ""uid"": ""csi_HtOCUR4EmSulxoT"", ""article_id"": 112, ""created_at"": ""2022-02-01T13:51:53.709878"", ""updated_at"": ""2022-02-01T13:51:53.709878"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1643723513710}], ""v"": 1}"
"1257","csi_F0FaTd2mWku6SkN","413","240","2022-02-11 08:28:21.934191","2022-02-11 08:28:21.934191","{""h"": [{""c"": {""id"": 1257, ""uid"": ""csi_F0FaTd2mWku6SkN"", ""article_id"": 413, ""created_at"": ""2022-02-11T08:28:21.934191"", ""updated_at"": ""2022-02-11T08:28:21.934191"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1644568101934}], ""v"": 1}"
"1258","csi_Vtywpv5qubUzmzb","413","662","2022-02-11 08:28:21.944117","2022-02-11 08:28:21.944117","{""h"": [{""c"": {""id"": 1258, ""uid"": ""csi_Vtywpv5qubUzmzb"", ""article_id"": 413, ""created_at"": ""2022-02-11T08:28:21.944117"", ""updated_at"": ""2022-02-11T08:28:21.944117"", ""industry_id"": 662}, ""v"": 1, ""ts"": 1644568101944}], ""v"": 1}"
"1259","csi_yfnVZQXRAkyFEXe","413","363","2022-02-11 08:28:21.958744","2022-02-11 08:28:21.958744","{""h"": [{""c"": {""id"": 1259, ""uid"": ""csi_yfnVZQXRAkyFEXe"", ""article_id"": 413, ""created_at"": ""2022-02-11T08:28:21.958744"", ""updated_at"": ""2022-02-11T08:28:21.958744"", ""industry_id"": 363}, ""v"": 1, ""ts"": 1644568101959}], ""v"": 1}"
"1260","csi_eQabzFEhJA2u4c1","413","372","2022-02-11 08:28:21.96607","2022-02-11 08:28:21.96607","{""h"": [{""c"": {""id"": 1260, ""uid"": ""csi_eQabzFEhJA2u4c1"", ""article_id"": 413, ""created_at"": ""2022-02-11T08:28:21.96607"", ""updated_at"": ""2022-02-11T08:28:21.96607"", ""industry_id"": 372}, ""v"": 1, ""ts"": 1644568101966}], ""v"": 1}"
"1265","csi_PNhl3HfMD5fNads","415","137","2022-02-11 08:28:27.668232","2022-02-11 08:28:27.668232","{""h"": [{""c"": {""id"": 1265, ""uid"": ""csi_PNhl3HfMD5fNads"", ""article_id"": 415, ""created_at"": ""2022-02-11T08:28:27.668232"", ""updated_at"": ""2022-02-11T08:28:27.668232"", ""industry_id"": 137}, ""v"": 1, ""ts"": 1644568107668}], ""v"": 1}"
"1366","csi_uDl5nDGzoQkhdeP","87","215","2022-02-11 12:26:07.305527","2022-02-11 12:26:07.305527","{""h"": [{""c"": {""id"": 1366, ""uid"": ""csi_uDl5nDGzoQkhdeP"", ""article_id"": 87, ""created_at"": ""2022-02-11T12:26:07.305527"", ""updated_at"": ""2022-02-11T12:26:07.305527"", ""industry_id"": 215}, ""v"": 1, ""ts"": 1644582367306}], ""v"": 1}"
