id,uid,article_id,industry_id,created_at,updated_at,log_data
"453","csi_ALnnjZXKGMddoSS","195","586","2021-09-07 19:54:48.112658","2021-09-07 19:54:48.112658","{""h"": [{""c"": {""id"": 453, ""uid"": ""csi_ALnnjZXKGMddoSS"", ""article_id"": 195, ""created_at"": ""2021-09-07T19:54:48.112658"", ""updated_at"": ""2021-09-07T19:54:48.112658"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044488113}], ""v"": 1}"
"454","csi_KqWFYkvIwo6Agil","196","586","2021-09-07 19:54:49.483381","2021-09-07 19:54:49.483381","{""h"": [{""c"": {""id"": 454, ""uid"": ""csi_KqWFYkvIwo6Agil"", ""article_id"": 196, ""created_at"": ""2021-09-07T19:54:49.483381"", ""updated_at"": ""2021-09-07T19:54:49.483381"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044489483}], ""v"": 1}"
"457","csi_LGkPWgClrGv4Gsp","198","586","2021-09-07 19:54:51.317425","2021-09-07 19:54:51.317425","{""h"": [{""c"": {""id"": 457, ""uid"": ""csi_LGkPWgClrGv4Gsp"", ""article_id"": 198, ""created_at"": ""2021-09-07T19:54:51.317425"", ""updated_at"": ""2021-09-07T19:54:51.317425"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044491317}], ""v"": 1}"
"459","csi_2lkZXioiz2zYQWa","200","586","2021-09-07 19:54:55.17932","2021-09-07 19:54:55.17932","{""h"": [{""c"": {""id"": 459, ""uid"": ""csi_2lkZXioiz2zYQWa"", ""article_id"": 200, ""created_at"": ""2021-09-07T19:54:55.17932"", ""updated_at"": ""2021-09-07T19:54:55.17932"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044495179}], ""v"": 1}"
"460","csi_2KI1a6W56kymiRH","201","664","2021-09-07 19:55:00.412653","2021-09-07 19:55:00.412653","{""h"": [{""c"": {""id"": 460, ""uid"": ""csi_2KI1a6W56kymiRH"", ""article_id"": 201, ""created_at"": ""2021-09-07T19:55:00.412653"", ""updated_at"": ""2021-09-07T19:55:00.412653"", ""industry_id"": 664}, ""v"": 1, ""ts"": 1631044500413}], ""v"": 1}"
"1274","csi_68MSBNVCN1ZUM0L","207","586","2022-02-11 09:08:35.353544","2022-02-11 09:08:35.353544","{""h"": [{""c"": {""id"": 1274, ""uid"": ""csi_68MSBNVCN1ZUM0L"", ""article_id"": 207, ""created_at"": ""2022-02-11T09:08:35.353544"", ""updated_at"": ""2022-02-11T09:08:35.353544"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1644570515354}], ""v"": 1}"
"1275","csi_F8dBwjVnKGUJ5cg","207","40","2022-02-11 09:08:35.362096","2022-02-11 09:08:35.362096","{""h"": [{""c"": {""id"": 1275, ""uid"": ""csi_F8dBwjVnKGUJ5cg"", ""article_id"": 207, ""created_at"": ""2022-02-11T09:08:35.362096"", ""updated_at"": ""2022-02-11T09:08:35.362096"", ""industry_id"": 40}, ""v"": 1, ""ts"": 1644570515362}], ""v"": 1}"
"1276","csi_bRPkunbmTaDe7VZ","91","586","2022-02-11 09:13:13.676704","2022-02-11 09:13:13.676704","{""h"": [{""c"": {""id"": 1276, ""uid"": ""csi_bRPkunbmTaDe7VZ"", ""article_id"": 91, ""created_at"": ""2022-02-11T09:13:13.676704"", ""updated_at"": ""2022-02-11T09:13:13.676704"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1644570793677}], ""v"": 1}"
"1277","csi_QcL8hVlZHpiZMK1","91","240","2022-02-11 09:13:13.683956","2022-02-11 09:13:13.683956","{""h"": [{""c"": {""id"": 1277, ""uid"": ""csi_QcL8hVlZHpiZMK1"", ""article_id"": 91, ""created_at"": ""2022-02-11T09:13:13.683956"", ""updated_at"": ""2022-02-11T09:13:13.683956"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1644570793684}], ""v"": 1}"
"1278","csi_ix9uprgf62HyUkT","91","435","2022-02-11 09:13:13.692461","2022-02-11 09:13:13.692461","{""h"": [{""c"": {""id"": 1278, ""uid"": ""csi_ix9uprgf62HyUkT"", ""article_id"": 91, ""created_at"": ""2022-02-11T09:13:13.692461"", ""updated_at"": ""2022-02-11T09:13:13.692461"", ""industry_id"": 435}, ""v"": 1, ""ts"": 1644570793692}], ""v"": 1}"
"455","csi_EffeRHfpWpGcByo","197","586","2021-09-07 19:54:50.880534","2021-09-07 19:54:50.880534","{""h"": [{""c"": {""id"": 455, ""uid"": ""csi_EffeRHfpWpGcByo"", ""article_id"": 197, ""created_at"": ""2021-09-07T19:54:50.880534"", ""updated_at"": ""2021-09-07T19:54:50.880534"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044490881}], ""v"": 1}"
"456","csi_Pv3n2R0XLVjmiKv","197","37","2021-09-07 19:54:50.88742","2021-09-07 19:54:50.88742","{""h"": [{""c"": {""id"": 456, ""uid"": ""csi_Pv3n2R0XLVjmiKv"", ""article_id"": 197, ""created_at"": ""2021-09-07T19:54:50.88742"", ""updated_at"": ""2021-09-07T19:54:50.88742"", ""industry_id"": 37}, ""v"": 1, ""ts"": 1631044490887}], ""v"": 1}"
"1104","csi_vOc4Q3TClorFYnI","206","426","2022-01-25 13:35:38.324781","2022-01-25 13:35:38.324781","{""h"": [{""c"": {""id"": 1104, ""uid"": ""csi_vOc4Q3TClorFYnI"", ""article_id"": 206, ""created_at"": ""2022-01-25T13:35:38.324781"", ""updated_at"": ""2022-01-25T13:35:38.324781"", ""industry_id"": 426}, ""v"": 1, ""ts"": 1643117738325}], ""v"": 1}"
"1105","csi_HJGxaQ4NGFTUPAD","206","1366","2022-01-25 13:35:38.332571","2022-01-25 13:35:38.332571","{""h"": [{""c"": {""id"": 1105, ""uid"": ""csi_HJGxaQ4NGFTUPAD"", ""article_id"": 206, ""created_at"": ""2022-01-25T13:35:38.332571"", ""updated_at"": ""2022-01-25T13:35:38.332571"", ""industry_id"": 1366}, ""v"": 1, ""ts"": 1643117738333}], ""v"": 1}"
"447","csi_bWTFEluCdY4TlNy","192","137","2021-09-07 19:54:43.26314","2021-09-07 19:54:43.26314","{""h"": [{""c"": {""id"": 447, ""uid"": ""csi_bWTFEluCdY4TlNy"", ""article_id"": 192, ""created_at"": ""2021-09-07T19:54:43.26314"", ""updated_at"": ""2021-09-07T19:54:43.26314"", ""industry_id"": 137}, ""v"": 1, ""ts"": 1631044483263}], ""v"": 1}"
"458","csi_eTjMwr6IJ9Sm3yQ","199","586","2021-09-07 19:54:54.535478","2021-09-07 19:54:54.535478","{""h"": [{""c"": {""id"": 458, ""uid"": ""csi_eTjMwr6IJ9Sm3yQ"", ""article_id"": 199, ""created_at"": ""2021-09-07T19:54:54.535478"", ""updated_at"": ""2021-09-07T19:54:54.535478"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044494535}], ""v"": 1}"
"461","csi_AIDkUfNlXgmU9Q8","202","586","2021-09-07 19:55:06.193506","2021-09-07 19:55:06.193506","{""h"": [{""c"": {""id"": 461, ""uid"": ""csi_AIDkUfNlXgmU9Q8"", ""article_id"": 202, ""created_at"": ""2021-09-07T19:55:06.193506"", ""updated_at"": ""2021-09-07T19:55:06.193506"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044506194}], ""v"": 1}"
"462","csi_CzHK2uPHotv6gg3","202","630","2021-09-07 19:55:06.200623","2021-09-07 19:55:06.200623","{""h"": [{""c"": {""id"": 462, ""uid"": ""csi_CzHK2uPHotv6gg3"", ""article_id"": 202, ""created_at"": ""2021-09-07T19:55:06.200623"", ""updated_at"": ""2021-09-07T19:55:06.200623"", ""industry_id"": 630}, ""v"": 1, ""ts"": 1631044506201}], ""v"": 1}"
"463","csi_zkkauFv2ZVjuP59","202","311","2021-09-07 19:55:06.207945","2021-09-07 19:55:06.207945","{""h"": [{""c"": {""id"": 463, ""uid"": ""csi_zkkauFv2ZVjuP59"", ""article_id"": 202, ""created_at"": ""2021-09-07T19:55:06.207945"", ""updated_at"": ""2021-09-07T19:55:06.207945"", ""industry_id"": 311}, ""v"": 1, ""ts"": 1631044506208}], ""v"": 1}"
"464","csi_9BgpnSZfT71uE16","203","586","2021-09-07 19:58:59.826032","2021-09-07 19:58:59.826032","{""h"": [{""c"": {""id"": 464, ""uid"": ""csi_9BgpnSZfT71uE16"", ""article_id"": 203, ""created_at"": ""2021-09-07T19:58:59.826032"", ""updated_at"": ""2021-09-07T19:58:59.826032"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631044739826}], ""v"": 1}"
"465","csi_z3zhvgxCOVnrRlD","204","586","2021-09-07 20:46:16.752077","2021-09-07 20:46:16.752077","{""h"": [{""c"": {""id"": 465, ""uid"": ""csi_z3zhvgxCOVnrRlD"", ""article_id"": 204, ""created_at"": ""2021-09-07T20:46:16.752077"", ""updated_at"": ""2021-09-07T20:46:16.752077"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631047576752}], ""v"": 1}"
"466","csi_1n6dyqHrqh21jDa","205","586","2021-09-07 20:46:17.491584","2021-09-07 20:46:17.491584","{""h"": [{""c"": {""id"": 466, ""uid"": ""csi_1n6dyqHrqh21jDa"", ""article_id"": 205, ""created_at"": ""2021-09-07T20:46:17.491584"", ""updated_at"": ""2021-09-07T20:46:17.491584"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631047577492}], ""v"": 1}"
"467","csi_fGCvPZCqW4kIzIx","205","711","2021-09-07 20:46:17.499415","2021-09-07 20:46:17.499415","{""h"": [{""c"": {""id"": 467, ""uid"": ""csi_fGCvPZCqW4kIzIx"", ""article_id"": 205, ""created_at"": ""2021-09-07T20:46:17.499415"", ""updated_at"": ""2021-09-07T20:46:17.499415"", ""industry_id"": 711}, ""v"": 1, ""ts"": 1631047577499}], ""v"": 1}"
"1130","csi_2QvM7wV0vU91ADo","132","586","2022-01-25 13:35:40.993974","2022-01-25 13:35:40.993974","{""h"": [{""c"": {""id"": 1130, ""uid"": ""csi_2QvM7wV0vU91ADo"", ""article_id"": 132, ""created_at"": ""2022-01-25T13:35:40.993974"", ""updated_at"": ""2022-01-25T13:35:40.993974"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1643117740994}], ""v"": 1}"
"472","csi_KS8t345kbCvPuR1","208","586","2021-09-07 20:46:20.013049","2021-09-07 20:46:20.013049","{""h"": [{""c"": {""id"": 472, ""uid"": ""csi_KS8t345kbCvPuR1"", ""article_id"": 208, ""created_at"": ""2021-09-07T20:46:20.013049"", ""updated_at"": ""2021-09-07T20:46:20.013049"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631047580013}], ""v"": 1}"
"473","csi_fX0EZERmLRbTXC1","208","215","2021-09-07 20:46:20.024368","2021-09-07 20:46:20.024368","{""h"": [{""c"": {""id"": 473, ""uid"": ""csi_fX0EZERmLRbTXC1"", ""article_id"": 208, ""created_at"": ""2021-09-07T20:46:20.024368"", ""updated_at"": ""2021-09-07T20:46:20.024368"", ""industry_id"": 215}, ""v"": 1, ""ts"": 1631047580024}], ""v"": 1}"
"474","csi_MoZgRczis49EsKP","208","127","2021-09-07 20:46:20.037378","2021-09-07 20:46:20.037378","{""h"": [{""c"": {""id"": 474, ""uid"": ""csi_MoZgRczis49EsKP"", ""article_id"": 208, ""created_at"": ""2021-09-07T20:46:20.037378"", ""updated_at"": ""2021-09-07T20:46:20.037378"", ""industry_id"": 127}, ""v"": 1, ""ts"": 1631047580037}], ""v"": 1}"
"475","csi_X61Asap7ATNOhwy","208","1303","2021-09-07 20:46:20.051025","2021-09-07 20:46:20.051025","{""h"": [{""c"": {""id"": 475, ""uid"": ""csi_X61Asap7ATNOhwy"", ""article_id"": 208, ""created_at"": ""2021-09-07T20:46:20.051025"", ""updated_at"": ""2021-09-07T20:46:20.051025"", ""industry_id"": 1303}, ""v"": 1, ""ts"": 1631047580051}], ""v"": 1}"
"476","csi_QRJO8eolaVQQC1y","208","639","2021-09-07 20:46:20.059609","2021-09-07 20:46:20.059609","{""h"": [{""c"": {""id"": 476, ""uid"": ""csi_QRJO8eolaVQQC1y"", ""article_id"": 208, ""created_at"": ""2021-09-07T20:46:20.059609"", ""updated_at"": ""2021-09-07T20:46:20.059609"", ""industry_id"": 639}, ""v"": 1, ""ts"": 1631047580060}], ""v"": 1}"
"1131","csi_qC2RYoZ5Xw25xsu","132","209","2022-01-25 13:35:40.999609","2022-01-25 13:35:40.999609","{""h"": [{""c"": {""id"": 1131, ""uid"": ""csi_qC2RYoZ5Xw25xsu"", ""article_id"": 132, ""created_at"": ""2022-01-25T13:35:40.999609"", ""updated_at"": ""2022-01-25T13:35:40.999609"", ""industry_id"": 209}, ""v"": 1, ""ts"": 1643117741000}], ""v"": 1}"
"1132","csi_sik1gwn4f3nu8PQ","132","506","2022-01-25 13:35:41.008298","2022-01-25 13:35:41.008298","{""h"": [{""c"": {""id"": 1132, ""uid"": ""csi_sik1gwn4f3nu8PQ"", ""article_id"": 132, ""created_at"": ""2022-01-25T13:35:41.008298"", ""updated_at"": ""2022-01-25T13:35:41.008298"", ""industry_id"": 506}, ""v"": 1, ""ts"": 1643117741008}], ""v"": 1}"
"477","csi_Ve2LcqRz10wjzdu","209","586","2021-09-07 20:46:20.638698","2021-09-07 20:46:20.638698","{""h"": [{""c"": {""id"": 477, ""uid"": ""csi_Ve2LcqRz10wjzdu"", ""article_id"": 209, ""created_at"": ""2021-09-07T20:46:20.638698"", ""updated_at"": ""2021-09-07T20:46:20.638698"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631047580639}], ""v"": 1}"
"478","csi_B4yo2uQ2eKXkBgM","209","171","2021-09-07 20:46:20.655325","2021-09-07 20:46:20.655325","{""h"": [{""c"": {""id"": 478, ""uid"": ""csi_B4yo2uQ2eKXkBgM"", ""article_id"": 209, ""created_at"": ""2021-09-07T20:46:20.655325"", ""updated_at"": ""2021-09-07T20:46:20.655325"", ""industry_id"": 171}, ""v"": 1, ""ts"": 1631047580655}], ""v"": 1}"
"479","csi_irxOuyBYaB9s9pf","210","586","2021-09-08 06:59:59.977698","2021-09-08 06:59:59.977698","{""h"": [{""c"": {""id"": 479, ""uid"": ""csi_irxOuyBYaB9s9pf"", ""article_id"": 210, ""created_at"": ""2021-09-08T06:59:59.977698"", ""updated_at"": ""2021-09-08T06:59:59.977698"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1631084399978}], ""v"": 1}"
"480","csi_QwchgMBOF8YGvFr","210","240","2021-09-08 06:59:59.985777","2021-09-08 06:59:59.985777","{""h"": [{""c"": {""id"": 480, ""uid"": ""csi_QwchgMBOF8YGvFr"", ""article_id"": 210, ""created_at"": ""2021-09-08T06:59:59.985777"", ""updated_at"": ""2021-09-08T06:59:59.985777"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1631084399986}], ""v"": 1}"
"481","csi_bqIsYGqb4cdSysS","210","575","2021-09-08 06:59:59.992507","2021-09-08 06:59:59.992507","{""h"": [{""c"": {""id"": 481, ""uid"": ""csi_bqIsYGqb4cdSysS"", ""article_id"": 210, ""created_at"": ""2021-09-08T06:59:59.992507"", ""updated_at"": ""2021-09-08T06:59:59.992507"", ""industry_id"": 575}, ""v"": 1, ""ts"": 1631084399993}], ""v"": 1}"
"482","csi_lL6B0NhXJo5dwW4","210","297","2021-09-08 06:59:59.998933","2021-09-08 06:59:59.998933","{""h"": [{""c"": {""id"": 482, ""uid"": ""csi_lL6B0NhXJo5dwW4"", ""article_id"": 210, ""created_at"": ""2021-09-08T06:59:59.998933"", ""updated_at"": ""2021-09-08T06:59:59.998933"", ""industry_id"": 297}, ""v"": 1, ""ts"": 1631084399999}], ""v"": 1}"
"483","csi_sTWpQYdw3Z01xu4","211","426","2021-09-20 13:46:35.058312","2021-09-20 13:46:35.058312","{""h"": [{""c"": {""id"": 483, ""uid"": ""csi_sTWpQYdw3Z01xu4"", ""article_id"": 211, ""created_at"": ""2021-09-20T13:46:35.058312"", ""updated_at"": ""2021-09-20T13:46:35.058312"", ""industry_id"": 426}, ""v"": 1, ""ts"": 1632145595058}], ""v"": 1}"
"484","csi_cMGXDVBT7W00aef","211","569","2021-09-20 13:46:35.066199","2021-09-20 13:46:35.066199","{""h"": [{""c"": {""id"": 484, ""uid"": ""csi_cMGXDVBT7W00aef"", ""article_id"": 211, ""created_at"": ""2021-09-20T13:46:35.066199"", ""updated_at"": ""2021-09-20T13:46:35.066199"", ""industry_id"": 569}, ""v"": 1, ""ts"": 1632145595066}], ""v"": 1}"
"487","csi_HpuVvzJIvXLhzgg","213","586","2021-09-20 13:46:35.794712","2021-09-20 13:46:35.794712","{""h"": [{""c"": {""id"": 487, ""uid"": ""csi_HpuVvzJIvXLhzgg"", ""article_id"": 213, ""created_at"": ""2021-09-20T13:46:35.794712"", ""updated_at"": ""2021-09-20T13:46:35.794712"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1632145595795}], ""v"": 1}"
"489","csi_oySWvmJk0xLF3IW","213","180","2021-09-20 13:46:35.803323","2021-09-20 13:46:35.803323","{""h"": [{""c"": {""id"": 489, ""uid"": ""csi_oySWvmJk0xLF3IW"", ""article_id"": 213, ""created_at"": ""2021-09-20T13:46:35.803323"", ""updated_at"": ""2021-09-20T13:46:35.803323"", ""industry_id"": 180}, ""v"": 1, ""ts"": 1632145595803}], ""v"": 1}"
"491","csi_s5XDMdteOslbrpi","213","381","2021-09-20 13:46:35.811208","2021-09-20 13:46:35.811208","{""h"": [{""c"": {""id"": 491, ""uid"": ""csi_s5XDMdteOslbrpi"", ""article_id"": 213, ""created_at"": ""2021-09-20T13:46:35.811208"", ""updated_at"": ""2021-09-20T13:46:35.811208"", ""industry_id"": 381}, ""v"": 1, ""ts"": 1632145595811}], ""v"": 1}"
"492","csi_n0LOwRlz7rUyq5m","213","639","2021-09-20 13:46:35.818275","2021-09-20 13:46:35.818275","{""h"": [{""c"": {""id"": 492, ""uid"": ""csi_n0LOwRlz7rUyq5m"", ""article_id"": 213, ""created_at"": ""2021-09-20T13:46:35.818275"", ""updated_at"": ""2021-09-20T13:46:35.818275"", ""industry_id"": 639}, ""v"": 1, ""ts"": 1632145595818}], ""v"": 1}"
"493","csi_7caQ0DVmBtOToOJ","214","586","2021-09-21 09:43:35.657819","2021-09-21 09:43:35.657819","{""h"": [{""c"": {""id"": 493, ""uid"": ""csi_7caQ0DVmBtOToOJ"", ""article_id"": 214, ""created_at"": ""2021-09-21T09:43:35.657819"", ""updated_at"": ""2021-09-21T09:43:35.657819"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1632217415658}], ""v"": 1}"
"494","csi_rBSgBYPQyVNIoJM","214","109","2021-09-21 09:43:35.668173","2021-09-21 09:43:35.668173","{""h"": [{""c"": {""id"": 494, ""uid"": ""csi_rBSgBYPQyVNIoJM"", ""article_id"": 214, ""created_at"": ""2021-09-21T09:43:35.668173"", ""updated_at"": ""2021-09-21T09:43:35.668173"", ""industry_id"": 109}, ""v"": 1, ""ts"": 1632217415668}], ""v"": 1}"
"495","csi_XiNO4MuB0nxwZgG","214","1305","2021-09-21 09:43:35.677037","2021-09-21 09:43:35.677037","{""h"": [{""c"": {""id"": 495, ""uid"": ""csi_XiNO4MuB0nxwZgG"", ""article_id"": 214, ""created_at"": ""2021-09-21T09:43:35.677037"", ""updated_at"": ""2021-09-21T09:43:35.677037"", ""industry_id"": 1305}, ""v"": 1, ""ts"": 1632217415677}], ""v"": 1}"
"496","csi_x4FMC0HALidsP8i","214","1306","2021-09-21 09:43:35.685463","2021-09-21 09:43:35.685463","{""h"": [{""c"": {""id"": 496, ""uid"": ""csi_x4FMC0HALidsP8i"", ""article_id"": 214, ""created_at"": ""2021-09-21T09:43:35.685463"", ""updated_at"": ""2021-09-21T09:43:35.685463"", ""industry_id"": 1306}, ""v"": 1, ""ts"": 1632217415685}], ""v"": 1}"
"497","csi_nHsw1OBEb9CFHDV","215","586","2021-10-06 11:15:53.986318","2021-10-06 11:15:53.986318","{""h"": [{""c"": {""id"": 497, ""uid"": ""csi_nHsw1OBEb9CFHDV"", ""article_id"": 215, ""created_at"": ""2021-10-06T11:15:53.986318"", ""updated_at"": ""2021-10-06T11:15:53.986318"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1633518953986}], ""v"": 1}"
"498","csi_DXKmFewhQo14YLH","215","40","2021-10-06 11:15:53.99449","2021-10-06 11:15:53.99449","{""h"": [{""c"": {""id"": 498, ""uid"": ""csi_DXKmFewhQo14YLH"", ""article_id"": 215, ""created_at"": ""2021-10-06T11:15:53.99449"", ""updated_at"": ""2021-10-06T11:15:53.99449"", ""industry_id"": 40}, ""v"": 1, ""ts"": 1633518953994}], ""v"": 1}"
"499","csi_kgqLY5NqW5P91aZ","216","586","2021-10-06 11:15:55.438691","2021-10-06 11:15:55.438691","{""h"": [{""c"": {""id"": 499, ""uid"": ""csi_kgqLY5NqW5P91aZ"", ""article_id"": 216, ""created_at"": ""2021-10-06T11:15:55.438691"", ""updated_at"": ""2021-10-06T11:15:55.438691"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1633518955439}], ""v"": 1}"
"500","csi_Ag57g7U6HZMcdu8","216","240","2021-10-06 11:15:55.446493","2021-10-06 11:15:55.446493","{""h"": [{""c"": {""id"": 500, ""uid"": ""csi_Ag57g7U6HZMcdu8"", ""article_id"": 216, ""created_at"": ""2021-10-06T11:15:55.446493"", ""updated_at"": ""2021-10-06T11:15:55.446493"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1633518955446}], ""v"": 1}"
"501","csi_f3wSfUlg3cy9J2d","217","586","2021-10-06 11:15:59.254764","2021-10-06 11:15:59.254764","{""h"": [{""c"": {""id"": 501, ""uid"": ""csi_f3wSfUlg3cy9J2d"", ""article_id"": 217, ""created_at"": ""2021-10-06T11:15:59.254764"", ""updated_at"": ""2021-10-06T11:15:59.254764"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1633518959255}], ""v"": 1}"
"502","csi_v0PMCm9wASxf0C0","218","586","2021-10-06 11:15:59.649158","2021-10-06 11:15:59.649158","{""h"": [{""c"": {""id"": 502, ""uid"": ""csi_v0PMCm9wASxf0C0"", ""article_id"": 218, ""created_at"": ""2021-10-06T11:15:59.649158"", ""updated_at"": ""2021-10-06T11:15:59.649158"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1633518959649}], ""v"": 1}"
"1106","csi_zzQcUPjkYv0Yak5","99","586","2022-01-25 13:35:38.703415","2022-01-25 13:35:38.703415","{""h"": [{""c"": {""id"": 1106, ""uid"": ""csi_zzQcUPjkYv0Yak5"", ""article_id"": 99, ""created_at"": ""2022-01-25T13:35:38.703415"", ""updated_at"": ""2022-01-25T13:35:38.703415"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1643117738703}], ""v"": 1}"
"1107","csi_cfkE5KWqekheAV9","99","240","2022-01-25 13:35:38.715176","2022-01-25 13:35:38.715176","{""h"": [{""c"": {""id"": 1107, ""uid"": ""csi_cfkE5KWqekheAV9"", ""article_id"": 99, ""created_at"": ""2022-01-25T13:35:38.715176"", ""updated_at"": ""2022-01-25T13:35:38.715176"", ""industry_id"": 240}, ""v"": 1, ""ts"": 1643117738715}], ""v"": 1}"
"505","csi_0vTFR6AkCdYYAUI","220","13","2021-10-12 12:22:59.007018","2021-10-12 12:22:59.007018","{""h"": [{""c"": {""id"": 505, ""uid"": ""csi_0vTFR6AkCdYYAUI"", ""article_id"": 220, ""created_at"": ""2021-10-12T12:22:59.007018"", ""updated_at"": ""2021-10-12T12:22:59.007018"", ""industry_id"": 13}, ""v"": 1, ""ts"": 1634041379007}], ""v"": 1}"
"506","csi_tg4FlpkDPtTEsYv","220","662","2021-10-12 12:22:59.01382","2021-10-12 12:22:59.01382","{""h"": [{""c"": {""id"": 506, ""uid"": ""csi_tg4FlpkDPtTEsYv"", ""article_id"": 220, ""created_at"": ""2021-10-12T12:22:59.01382"", ""updated_at"": ""2021-10-12T12:22:59.01382"", ""industry_id"": 662}, ""v"": 1, ""ts"": 1634041379014}], ""v"": 1}"
"507","csi_X4onBT6qGorNWc3","220","586","2021-10-12 12:22:59.019295","2021-10-12 12:22:59.019295","{""h"": [{""c"": {""id"": 507, ""uid"": ""csi_X4onBT6qGorNWc3"", ""article_id"": 220, ""created_at"": ""2021-10-12T12:22:59.019295"", ""updated_at"": ""2021-10-12T12:22:59.019295"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1634041379019}], ""v"": 1}"
"508","csi_lpI6hZ4lW4kF0BG","221","586","2021-10-12 12:22:59.901895","2021-10-12 12:22:59.901895","{""h"": [{""c"": {""id"": 508, ""uid"": ""csi_lpI6hZ4lW4kF0BG"", ""article_id"": 221, ""created_at"": ""2021-10-12T12:22:59.901895"", ""updated_at"": ""2021-10-12T12:22:59.901895"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1634041379902}], ""v"": 1}"
"509","csi_fJiyuX5ylViNXr9","221","145","2021-10-12 12:22:59.908604","2021-10-12 12:22:59.908604","{""h"": [{""c"": {""id"": 509, ""uid"": ""csi_fJiyuX5ylViNXr9"", ""article_id"": 221, ""created_at"": ""2021-10-12T12:22:59.908604"", ""updated_at"": ""2021-10-12T12:22:59.908604"", ""industry_id"": 145}, ""v"": 1, ""ts"": 1634041379909}], ""v"": 1}"
"510","csi_IrE01uH9h3gUv6M","221","52","2021-10-12 12:22:59.914615","2021-10-12 12:22:59.914615","{""h"": [{""c"": {""id"": 510, ""uid"": ""csi_IrE01uH9h3gUv6M"", ""article_id"": 221, ""created_at"": ""2021-10-12T12:22:59.914615"", ""updated_at"": ""2021-10-12T12:22:59.914615"", ""industry_id"": 52}, ""v"": 1, ""ts"": 1634041379915}], ""v"": 1}"
"511","csi_9SB0dWvnIcMeEYZ","221","40","2021-10-12 12:22:59.919874","2021-10-12 12:22:59.919874","{""h"": [{""c"": {""id"": 511, ""uid"": ""csi_9SB0dWvnIcMeEYZ"", ""article_id"": 221, ""created_at"": ""2021-10-12T12:22:59.919874"", ""updated_at"": ""2021-10-12T12:22:59.919874"", ""industry_id"": 40}, ""v"": 1, ""ts"": 1634041379920}], ""v"": 1}"
"513","csi_4JlIctDbsoCBvrj","223","586","2021-10-12 12:23:06.691121","2021-10-12 12:23:06.691121","{""h"": [{""c"": {""id"": 513, ""uid"": ""csi_4JlIctDbsoCBvrj"", ""article_id"": 223, ""created_at"": ""2021-10-12T12:23:06.691121"", ""updated_at"": ""2021-10-12T12:23:06.691121"", ""industry_id"": 586}, ""v"": 1, ""ts"": 1634041386691}], ""v"": 1}"
"514","csi_NYu8t5Vo53Pu28Y","223","617","2021-10-12 12:23:06.698563","2021-10-12 12:23:06.698563","{""h"": [{""c"": {""id"": 514, ""uid"": ""csi_NYu8t5Vo53Pu28Y"", ""article_id"": 223, ""created_at"": ""2021-10-12T12:23:06.698563"", ""updated_at"": ""2021-10-12T12:23:06.698563"", ""industry_id"": 617}, ""v"": 1, ""ts"": 1634041386699}], ""v"": 1}"
"515","csi_WvXumVOGsjHOGKe","223","1305","2021-10-12 12:23:06.70545","2021-10-12 12:23:06.70545","{""h"": [{""c"": {""id"": 515, ""uid"": ""csi_WvXumVOGsjHOGKe"", ""article_id"": 223, ""created_at"": ""2021-10-12T12:23:06.70545"", ""updated_at"": ""2021-10-12T12:23:06.70545"", ""industry_id"": 1305}, ""v"": 1, ""ts"": 1634041386705}], ""v"": 1}"
"516","csi_yQpZNvNeFlksZwj","224","137","2021-10-12 12:23:06.917206","2021-10-12 12:23:06.917206","{""h"": [{""c"": {""id"": 516, ""uid"": ""csi_yQpZNvNeFlksZwj"", ""article_id"": 224, ""created_at"": ""2021-10-12T12:23:06.917206"", ""updated_at"": ""2021-10-12T12:23:06.917206"", ""industry_id"": 137}, ""v"": 1, ""ts"": 1634041386917}], ""v"": 1}"
