id,uid,article_id,type,position,created_at,updated_at,log_data
"7600","css_DrcZiRWay0HXO7n","400","background","0","2022-02-10 11:08:35.000664","2022-02-10 11:08:35.000664","{""h"": [{""c"": {""id"": 7600, ""uid"": ""css_DrcZiRWay0HXO7n"", ""type"": ""background"", ""position"": 0, ""article_id"": 400, ""created_at"": ""2022-02-10T11:08:35.000664"", ""updated_at"": ""2022-02-10T11:08:35.000664""}, ""v"": 1, ""ts"": 1644491315001}], ""v"": 1}"
"7601","css_R2S09uCeYErJcDT","400","overview","1","2022-02-10 11:08:35.017714","2022-02-10 11:08:35.017714","{""h"": [{""c"": {""id"": 7601, ""uid"": ""css_R2S09uCeYErJcDT"", ""type"": ""overview"", ""position"": 1, ""article_id"": 400, ""created_at"": ""2022-02-10T11:08:35.017714"", ""updated_at"": ""2022-02-10T11:08:35.017714""}, ""v"": 1, ""ts"": 1644491315018}], ""v"": 1}"
"7602","css_VkbIP8AVJTUgy3J","400","outcome","2","2022-02-10 11:08:35.052157","2022-02-10 11:08:35.052157","{""h"": [{""c"": {""id"": 7602, ""uid"": ""css_VkbIP8AVJTUgy3J"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 400, ""created_at"": ""2022-02-10T11:08:35.052157"", ""updated_at"": ""2022-02-10T11:08:35.052157""}, ""v"": 1, ""ts"": 1644491315052}], ""v"": 1}"
"3919","css_fPMXsoTLwQ6BEUS","141","background","0","2021-10-19 09:35:28.592221","2021-10-19 09:35:28.592221","{""h"": [{""c"": {""id"": 3919, ""uid"": ""css_fPMXsoTLwQ6BEUS"", ""type"": ""background"", ""position"": 0, ""article_id"": 141, ""created_at"": ""2021-10-19T09:35:28.592221"", ""updated_at"": ""2021-10-19T09:35:28.592221""}, ""v"": 1, ""ts"": 1634636128592}], ""v"": 1}"
"3920","css_0Vv3XBXPU35Xudb","141","overview","1","2021-10-19 09:35:28.644859","2021-10-19 09:35:28.644859","{""h"": [{""c"": {""id"": 3920, ""uid"": ""css_0Vv3XBXPU35Xudb"", ""type"": ""overview"", ""position"": 1, ""article_id"": 141, ""created_at"": ""2021-10-19T09:35:28.644859"", ""updated_at"": ""2021-10-19T09:35:28.644859""}, ""v"": 1, ""ts"": 1634636128645}], ""v"": 1}"
"3921","css_Xm1WzaN0P6EdwNN","141","outcome","2","2021-10-19 09:35:28.74403","2021-10-19 09:35:28.74403","{""h"": [{""c"": {""id"": 3921, ""uid"": ""css_Xm1WzaN0P6EdwNN"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 141, ""created_at"": ""2021-10-19T09:35:28.74403"", ""updated_at"": ""2021-10-19T09:35:28.74403""}, ""v"": 1, ""ts"": 1634636128744}], ""v"": 1}"
"4435","css_7PMO3GNSyqyiFvI","194","background","0","2021-11-03 10:47:15.563737","2021-11-03 10:47:15.563737","{""h"": [{""c"": {""id"": 4435, ""uid"": ""css_7PMO3GNSyqyiFvI"", ""type"": ""background"", ""position"": 0, ""article_id"": 194, ""created_at"": ""2021-11-03T10:47:15.563737"", ""updated_at"": ""2021-11-03T10:47:15.563737""}, ""v"": 1, ""ts"": 1635936435564}], ""v"": 1}"
"4436","css_dvXchY6WwOJJkSV","194","overview","1","2021-11-03 10:47:15.628203","2021-11-03 10:47:15.628203","{""h"": [{""c"": {""id"": 4436, ""uid"": ""css_dvXchY6WwOJJkSV"", ""type"": ""overview"", ""position"": 1, ""article_id"": 194, ""created_at"": ""2021-11-03T10:47:15.628203"", ""updated_at"": ""2021-11-03T10:47:15.628203""}, ""v"": 1, ""ts"": 1635936435628}], ""v"": 1}"
"4439","css_QONDDp9Do8IT1Gg","194","outcome","2","2021-11-03 10:47:15.761302","2021-11-03 10:47:15.761302","{""h"": [{""c"": {""id"": 4439, ""uid"": ""css_QONDDp9Do8IT1Gg"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 194, ""created_at"": ""2021-11-03T10:47:15.761302"", ""updated_at"": ""2021-11-03T10:47:15.761302""}, ""v"": 1, ""ts"": 1635936435761}], ""v"": 1}"
"6955","css_gHeMmi4SW7sPev1","146","background","0","2022-01-25 08:56:44.280924","2022-01-25 08:56:44.280924","{""h"": [{""c"": {""id"": 6955, ""uid"": ""css_gHeMmi4SW7sPev1"", ""type"": ""background"", ""position"": 0, ""article_id"": 146, ""created_at"": ""2022-01-25T08:56:44.280924"", ""updated_at"": ""2022-01-25T08:56:44.280924""}, ""v"": 1, ""ts"": 1643101004281}], ""v"": 1}"
"6956","css_bOTH6EGFZRfyHav","146","overview","1","2022-01-25 08:56:44.287755","2022-01-25 08:56:44.287755","{""h"": [{""c"": {""id"": 6956, ""uid"": ""css_bOTH6EGFZRfyHav"", ""type"": ""overview"", ""position"": 1, ""article_id"": 146, ""created_at"": ""2022-01-25T08:56:44.287755"", ""updated_at"": ""2022-01-25T08:56:44.287755""}, ""v"": 1, ""ts"": 1643101004288}], ""v"": 1}"
"6957","css_9fzXkbkPoxqbbYE","146","outcome","2","2022-01-25 08:56:44.316694","2022-01-25 08:56:44.316694","{""h"": [{""c"": {""id"": 6957, ""uid"": ""css_9fzXkbkPoxqbbYE"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 146, ""created_at"": ""2022-01-25T08:56:44.316694"", ""updated_at"": ""2022-01-25T08:56:44.316694""}, ""v"": 1, ""ts"": 1643101004317}], ""v"": 1}"
"7735","css_P9gzSlH7LZMJfQ9","232","background","0","2022-02-16 09:18:07.248035","2022-02-16 09:18:07.248035","{""h"": [{""c"": {""id"": 7735, ""uid"": ""css_P9gzSlH7LZMJfQ9"", ""type"": ""background"", ""position"": 0, ""article_id"": 232, ""created_at"": ""2022-02-16T09:18:07.248035"", ""updated_at"": ""2022-02-16T09:18:07.248035""}, ""v"": 1, ""ts"": 1645003087248}], ""v"": 1}"
"7736","css_Cb3gANCxhYPT2RQ","232","overview","1","2022-02-16 09:18:07.255191","2022-02-16 09:18:07.255191","{""h"": [{""c"": {""id"": 7736, ""uid"": ""css_Cb3gANCxhYPT2RQ"", ""type"": ""overview"", ""position"": 1, ""article_id"": 232, ""created_at"": ""2022-02-16T09:18:07.255191"", ""updated_at"": ""2022-02-16T09:18:07.255191""}, ""v"": 1, ""ts"": 1645003087255}], ""v"": 1}"
"7737","css_WY4OMQopBDNlgIe","232","outcome","2","2022-02-16 09:18:07.271949","2022-02-16 09:18:07.271949","{""h"": [{""c"": {""id"": 7737, ""uid"": ""css_WY4OMQopBDNlgIe"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 232, ""created_at"": ""2022-02-16T09:18:07.271949"", ""updated_at"": ""2022-02-16T09:18:07.271949""}, ""v"": 1, ""ts"": 1645003087272}], ""v"": 1}"
"7513","css_qBqGNCEooU2235Q","398","background","0","2022-02-07 18:22:12.283114","2022-02-07 18:22:12.283114","{""h"": [{""c"": {""id"": 7513, ""uid"": ""css_qBqGNCEooU2235Q"", ""type"": ""background"", ""position"": 0, ""article_id"": 398, ""created_at"": ""2022-02-07T18:22:12.283114"", ""updated_at"": ""2022-02-07T18:22:12.283114""}, ""v"": 1, ""ts"": 1644258132283}], ""v"": 1}"
"7514","css_bfF6lKuRDtHIpJP","398","overview","1","2022-02-07 18:22:12.291696","2022-02-07 18:22:12.291696","{""h"": [{""c"": {""id"": 7514, ""uid"": ""css_bfF6lKuRDtHIpJP"", ""type"": ""overview"", ""position"": 1, ""article_id"": 398, ""created_at"": ""2022-02-07T18:22:12.291696"", ""updated_at"": ""2022-02-07T18:22:12.291696""}, ""v"": 1, ""ts"": 1644258132292}], ""v"": 1}"
"7515","css_lutwWnAB3L4x4Hp","398","outcome","2","2022-02-07 18:22:12.316127","2022-02-07 18:22:12.316127","{""h"": [{""c"": {""id"": 7515, ""uid"": ""css_lutwWnAB3L4x4Hp"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 398, ""created_at"": ""2022-02-07T18:22:12.316127"", ""updated_at"": ""2022-02-07T18:22:12.316127""}, ""v"": 1, ""ts"": 1644258132316}], ""v"": 1}"
"7603","css_0j2E0j8Oxq9FZk4","48","background","0","2022-02-10 11:08:35.261023","2022-02-10 11:08:35.261023","{""h"": [{""c"": {""id"": 7603, ""uid"": ""css_0j2E0j8Oxq9FZk4"", ""type"": ""background"", ""position"": 0, ""article_id"": 48, ""created_at"": ""2022-02-10T11:08:35.261023"", ""updated_at"": ""2022-02-10T11:08:35.261023""}, ""v"": 1, ""ts"": 1644491315261}], ""v"": 1}"
"7604","css_k2aJ7QzfIliU8yy","48","overview","1","2022-02-10 11:08:35.309711","2022-02-10 11:08:35.309711","{""h"": [{""c"": {""id"": 7604, ""uid"": ""css_k2aJ7QzfIliU8yy"", ""type"": ""overview"", ""position"": 1, ""article_id"": 48, ""created_at"": ""2022-02-10T11:08:35.309711"", ""updated_at"": ""2022-02-10T11:08:35.309711""}, ""v"": 1, ""ts"": 1644491315310}], ""v"": 1}"
"7605","css_bFdrj3WprBf1Syr","48","outcome","2","2022-02-10 11:08:35.352274","2022-02-10 11:08:35.352274","{""h"": [{""c"": {""id"": 7605, ""uid"": ""css_bFdrj3WprBf1Syr"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 48, ""created_at"": ""2022-02-10T11:08:35.352274"", ""updated_at"": ""2022-02-10T11:08:35.352274""}, ""v"": 1, ""ts"": 1644491315352}], ""v"": 1}"
"4648","css_pTCaYzoxc4DM0YY","298","background","0","2021-11-11 12:59:14.949025","2021-11-11 12:59:14.949025","{""h"": [{""c"": {""id"": 4648, ""uid"": ""css_pTCaYzoxc4DM0YY"", ""type"": ""background"", ""position"": 0, ""article_id"": 298, ""created_at"": ""2021-11-11T12:59:14.949025"", ""updated_at"": ""2021-11-11T12:59:14.949025""}, ""v"": 1, ""ts"": 1636635554949}], ""v"": 1}"
"4649","css_Jn9YbK7zuH6P5rd","298","overview","1","2021-11-11 12:59:14.975724","2021-11-11 12:59:14.975724","{""h"": [{""c"": {""id"": 4649, ""uid"": ""css_Jn9YbK7zuH6P5rd"", ""type"": ""overview"", ""position"": 1, ""article_id"": 298, ""created_at"": ""2021-11-11T12:59:14.975724"", ""updated_at"": ""2021-11-11T12:59:14.975724""}, ""v"": 1, ""ts"": 1636635554976}], ""v"": 1}"
"4650","css_ajkncyUtbDoiutR","298","outcome","2","2021-11-11 12:59:15.027263","2021-11-11 12:59:15.027263","{""h"": [{""c"": {""id"": 4650, ""uid"": ""css_ajkncyUtbDoiutR"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 298, ""created_at"": ""2021-11-11T12:59:15.027263"", ""updated_at"": ""2021-11-11T12:59:15.027263""}, ""v"": 1, ""ts"": 1636635555027}], ""v"": 1}"
"3550","css_39Az5uifT4YbrVO","145","background","0","2021-10-13 09:57:42.515644","2021-10-13 09:57:42.515644","{""h"": [{""c"": {""id"": 3550, ""uid"": ""css_39Az5uifT4YbrVO"", ""type"": ""background"", ""position"": 0, ""article_id"": 145, ""created_at"": ""2021-10-13T09:57:42.515644"", ""updated_at"": ""2021-10-13T09:57:42.515644""}, ""v"": 1, ""ts"": 1634119062516}], ""v"": 1}"
"3551","css_6LV4If8kDNNrPYm","145","overview","1","2021-10-13 09:57:42.543152","2021-10-13 09:57:42.543152","{""h"": [{""c"": {""id"": 3551, ""uid"": ""css_6LV4If8kDNNrPYm"", ""type"": ""overview"", ""position"": 1, ""article_id"": 145, ""created_at"": ""2021-10-13T09:57:42.543152"", ""updated_at"": ""2021-10-13T09:57:42.543152""}, ""v"": 1, ""ts"": 1634119062543}], ""v"": 1}"
"3552","css_yiK5qRHzIEVDxtn","145","outcome","2","2021-10-13 09:57:42.614752","2021-10-13 09:57:42.614752","{""h"": [{""c"": {""id"": 3552, ""uid"": ""css_yiK5qRHzIEVDxtn"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 145, ""created_at"": ""2021-10-13T09:57:42.614752"", ""updated_at"": ""2021-10-13T09:57:42.614752""}, ""v"": 1, ""ts"": 1634119062615}], ""v"": 1}"
"6616","css_TNDu431S59mJTtb","116","background","0","2022-01-23 18:20:23.565865","2022-01-23 18:20:23.565865","{""h"": [{""c"": {""id"": 6616, ""uid"": ""css_TNDu431S59mJTtb"", ""type"": ""background"", ""position"": 0, ""article_id"": 116, ""created_at"": ""2022-01-23T18:20:23.565865"", ""updated_at"": ""2022-01-23T18:20:23.565865""}, ""v"": 1, ""ts"": 1642962023566}], ""v"": 1}"
"6617","css_nDsmJyEcHo3bfXp","116","overview","1","2022-01-23 18:20:23.609806","2022-01-23 18:20:23.609806","{""h"": [{""c"": {""id"": 6617, ""uid"": ""css_nDsmJyEcHo3bfXp"", ""type"": ""overview"", ""position"": 1, ""article_id"": 116, ""created_at"": ""2022-01-23T18:20:23.609806"", ""updated_at"": ""2022-01-23T18:20:23.609806""}, ""v"": 1, ""ts"": 1642962023610}], ""v"": 1}"
"6618","css_PLx26sIoVtmbeBo","116","outcome","2","2022-01-23 18:20:23.710894","2022-01-23 18:20:23.710894","{""h"": [{""c"": {""id"": 6618, ""uid"": ""css_PLx26sIoVtmbeBo"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 116, ""created_at"": ""2022-01-23T18:20:23.710894"", ""updated_at"": ""2022-01-23T18:20:23.710894""}, ""v"": 1, ""ts"": 1642962023711}], ""v"": 1}"
"6938","css_MqpxSHaEbifY6FV","355","overview","1","2022-01-25 08:56:39.539386","2022-01-25 08:56:39.539386","{""h"": [{""c"": {""id"": 6938, ""uid"": ""css_MqpxSHaEbifY6FV"", ""type"": ""overview"", ""position"": 1, ""article_id"": 355, ""created_at"": ""2022-01-25T08:56:39.539386"", ""updated_at"": ""2022-01-25T08:56:39.539386""}, ""v"": 1, ""ts"": 1643100999539}], ""v"": 1}"
"7606","css_X7SME5ZooAi2GIG","314","background","0","2022-02-10 11:08:38.723301","2022-02-10 11:08:38.723301","{""h"": [{""c"": {""id"": 7606, ""uid"": ""css_X7SME5ZooAi2GIG"", ""type"": ""background"", ""position"": 0, ""article_id"": 314, ""created_at"": ""2022-02-10T11:08:38.723301"", ""updated_at"": ""2022-02-10T11:08:38.723301""}, ""v"": 1, ""ts"": 1644491318723}], ""v"": 1}"
"7607","css_Wr5MVyuLIa7jE4o","314","overview","1","2022-02-10 11:08:38.783114","2022-02-10 11:08:38.783114","{""h"": [{""c"": {""id"": 7607, ""uid"": ""css_Wr5MVyuLIa7jE4o"", ""type"": ""overview"", ""position"": 1, ""article_id"": 314, ""created_at"": ""2022-02-10T11:08:38.783114"", ""updated_at"": ""2022-02-10T11:08:38.783114""}, ""v"": 1, ""ts"": 1644491318783}], ""v"": 1}"
"7608","css_afs1b1PK2HCUd9s","314","outcome","2","2022-02-10 11:08:38.839292","2022-02-10 11:08:38.839292","{""h"": [{""c"": {""id"": 7608, ""uid"": ""css_afs1b1PK2HCUd9s"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 314, ""created_at"": ""2022-02-10T11:08:38.839292"", ""updated_at"": ""2022-02-10T11:08:38.839292""}, ""v"": 1, ""ts"": 1644491318839}], ""v"": 1}"
"3451","css_y559kyjKP6dlWZE","109","background","0","2021-10-11 20:02:39.065187","2021-10-11 20:02:39.065187","{""h"": [{""c"": {""id"": 3451, ""uid"": ""css_y559kyjKP6dlWZE"", ""type"": ""background"", ""position"": 0, ""article_id"": 109, ""created_at"": ""2021-10-11T20:02:39.065187"", ""updated_at"": ""2021-10-11T20:02:39.065187""}, ""v"": 1, ""ts"": 1633982559065}], ""v"": 1}"
"3452","css_rDY0XRo4qCs3Qxz","109","overview","1","2021-10-11 20:02:39.10639","2021-10-11 20:02:39.10639","{""h"": [{""c"": {""id"": 3452, ""uid"": ""css_rDY0XRo4qCs3Qxz"", ""type"": ""overview"", ""position"": 1, ""article_id"": 109, ""created_at"": ""2021-10-11T20:02:39.10639"", ""updated_at"": ""2021-10-11T20:02:39.10639""}, ""v"": 1, ""ts"": 1633982559106}], ""v"": 1}"
"3453","css_Tb2bYnZKbDQnOK9","109","outcome","2","2021-10-11 20:02:39.227806","2021-10-11 20:02:39.227806","{""h"": [{""c"": {""id"": 3453, ""uid"": ""css_Tb2bYnZKbDQnOK9"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 109, ""created_at"": ""2021-10-11T20:02:39.227806"", ""updated_at"": ""2021-10-11T20:02:39.227806""}, ""v"": 1, ""ts"": 1633982559228}], ""v"": 1}"
"6939","css_Xk1o4bMjS0297Ww","355","outcome","2","2022-01-25 08:56:39.600431","2022-01-25 08:56:39.600431","{""h"": [{""c"": {""id"": 6939, ""uid"": ""css_Xk1o4bMjS0297Ww"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 355, ""created_at"": ""2022-01-25T08:56:39.600431"", ""updated_at"": ""2022-01-25T08:56:39.600431""}, ""v"": 1, ""ts"": 1643100999600}], ""v"": 1}"
"7354","css_IS7n2bV36bVn8Hr","338","background","0","2022-01-26 15:18:04.083084","2022-01-26 15:18:04.083084","{""h"": [{""c"": {""id"": 7354, ""uid"": ""css_IS7n2bV36bVn8Hr"", ""type"": ""background"", ""position"": 0, ""article_id"": 338, ""created_at"": ""2022-01-26T15:18:04.083084"", ""updated_at"": ""2022-01-26T15:18:04.083084""}, ""v"": 1, ""ts"": 1643210284083}], ""v"": 1}"
"7355","css_GJbMi3BZSaSW1sw","338","overview","1","2022-01-26 15:18:04.096478","2022-01-26 15:18:04.096478","{""h"": [{""c"": {""id"": 7355, ""uid"": ""css_GJbMi3BZSaSW1sw"", ""type"": ""overview"", ""position"": 1, ""article_id"": 338, ""created_at"": ""2022-01-26T15:18:04.096478"", ""updated_at"": ""2022-01-26T15:18:04.096478""}, ""v"": 1, ""ts"": 1643210284096}], ""v"": 1}"
"7356","css_OJuIPA3Q6Md7OZw","338","outcome","2","2022-01-26 15:18:04.12637","2022-01-26 15:18:04.12637","{""h"": [{""c"": {""id"": 7356, ""uid"": ""css_OJuIPA3Q6Md7OZw"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 338, ""created_at"": ""2022-01-26T15:18:04.12637"", ""updated_at"": ""2022-01-26T15:18:04.12637""}, ""v"": 1, ""ts"": 1643210284126}], ""v"": 1}"
"5422","css_y8klPX5x3sVU3F1","143","background","0","2021-12-16 11:41:47.123004","2021-12-16 11:41:47.123004","{""h"": [{""c"": {""id"": 5422, ""uid"": ""css_y8klPX5x3sVU3F1"", ""type"": ""background"", ""position"": 0, ""article_id"": 143, ""created_at"": ""2021-12-16T11:41:47.123004"", ""updated_at"": ""2021-12-16T11:41:47.123004""}, ""v"": 1, ""ts"": 1639654907123}], ""v"": 1}"
"5423","css_O8rFvN8H6cYsYaa","143","overview","1","2021-12-16 11:41:47.133394","2021-12-16 11:41:47.133394","{""h"": [{""c"": {""id"": 5423, ""uid"": ""css_O8rFvN8H6cYsYaa"", ""type"": ""overview"", ""position"": 1, ""article_id"": 143, ""created_at"": ""2021-12-16T11:41:47.133394"", ""updated_at"": ""2021-12-16T11:41:47.133394""}, ""v"": 1, ""ts"": 1639654907133}], ""v"": 1}"
"5424","css_h6WbcB4TTDEPFbm","143","outcome","2","2021-12-16 11:41:47.155412","2021-12-16 11:41:47.155412","{""h"": [{""c"": {""id"": 5424, ""uid"": ""css_h6WbcB4TTDEPFbm"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 143, ""created_at"": ""2021-12-16T11:41:47.155412"", ""updated_at"": ""2021-12-16T11:41:47.155412""}, ""v"": 1, ""ts"": 1639654907155}], ""v"": 1}"
"3454","css_ffdcMP3TKab9R7K","108","background","0","2021-10-11 20:07:10.62233","2021-10-11 20:07:10.62233","{""h"": [{""c"": {""id"": 3454, ""uid"": ""css_ffdcMP3TKab9R7K"", ""type"": ""background"", ""position"": 0, ""article_id"": 108, ""created_at"": ""2021-10-11T20:07:10.62233"", ""updated_at"": ""2021-10-11T20:07:10.62233""}, ""v"": 1, ""ts"": 1633982830622}], ""v"": 1}"
"3455","css_E6Oltg1dBQynktW","108","overview","1","2021-10-11 20:07:10.656348","2021-10-11 20:07:10.656348","{""h"": [{""c"": {""id"": 3455, ""uid"": ""css_E6Oltg1dBQynktW"", ""type"": ""overview"", ""position"": 1, ""article_id"": 108, ""created_at"": ""2021-10-11T20:07:10.656348"", ""updated_at"": ""2021-10-11T20:07:10.656348""}, ""v"": 1, ""ts"": 1633982830656}], ""v"": 1}"
"7357","css_jmQMBr2AGRpErjg","349","background","0","2022-01-26 15:18:04.426165","2022-01-26 15:18:04.426165","{""h"": [{""c"": {""id"": 7357, ""uid"": ""css_jmQMBr2AGRpErjg"", ""type"": ""background"", ""position"": 0, ""article_id"": 349, ""created_at"": ""2022-01-26T15:18:04.426165"", ""updated_at"": ""2022-01-26T15:18:04.426165""}, ""v"": 1, ""ts"": 1643210284426}], ""v"": 1}"
"7358","css_WyxWWKp9PPOwVzA","349","overview","1","2022-01-26 15:18:04.434337","2022-01-26 15:18:04.434337","{""h"": [{""c"": {""id"": 7358, ""uid"": ""css_WyxWWKp9PPOwVzA"", ""type"": ""overview"", ""position"": 1, ""article_id"": 349, ""created_at"": ""2022-01-26T15:18:04.434337"", ""updated_at"": ""2022-01-26T15:18:04.434337""}, ""v"": 1, ""ts"": 1643210284434}], ""v"": 1}"
"6964","css_QEfRyM616ikTUJ5","129","background","0","2022-01-25 08:56:49.134178","2022-01-25 08:56:49.134178","{""h"": [{""c"": {""id"": 6964, ""uid"": ""css_QEfRyM616ikTUJ5"", ""type"": ""background"", ""position"": 0, ""article_id"": 129, ""created_at"": ""2022-01-25T08:56:49.134178"", ""updated_at"": ""2022-01-25T08:56:49.134178""}, ""v"": 1, ""ts"": 1643101009134}], ""v"": 1}"
"6965","css_Z0HoxxcLbUwaE8n","129","overview","1","2022-01-25 08:56:49.142794","2022-01-25 08:56:49.142794","{""h"": [{""c"": {""id"": 6965, ""uid"": ""css_Z0HoxxcLbUwaE8n"", ""type"": ""overview"", ""position"": 1, ""article_id"": 129, ""created_at"": ""2022-01-25T08:56:49.142794"", ""updated_at"": ""2022-01-25T08:56:49.142794""}, ""v"": 1, ""ts"": 1643101009143}], ""v"": 1}"
"6966","css_T6lYNsU8qIYqyed","129","outcome","2","2022-01-25 08:56:49.200328","2022-01-25 08:56:49.200328","{""h"": [{""c"": {""id"": 6966, ""uid"": ""css_T6lYNsU8qIYqyed"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 129, ""created_at"": ""2022-01-25T08:56:49.200328"", ""updated_at"": ""2022-01-25T08:56:49.200328""}, ""v"": 1, ""ts"": 1643101009200}], ""v"": 1}"
"6987","css_wvTrB7EWw8O2HuY","84","background","0","2022-01-25 08:57:05.241703","2022-01-25 08:57:05.241703","{""h"": [{""c"": {""id"": 6987, ""uid"": ""css_wvTrB7EWw8O2HuY"", ""type"": ""background"", ""position"": 0, ""article_id"": 84, ""created_at"": ""2022-01-25T08:57:05.241703"", ""updated_at"": ""2022-01-25T08:57:05.241703""}, ""v"": 1, ""ts"": 1643101025242}], ""v"": 1}"
"6989","css_sqLjevhricYW1hA","84","overview","1","2022-01-25 08:57:05.275858","2022-01-25 08:57:05.275858","{""h"": [{""c"": {""id"": 6989, ""uid"": ""css_sqLjevhricYW1hA"", ""type"": ""overview"", ""position"": 1, ""article_id"": 84, ""created_at"": ""2022-01-25T08:57:05.275858"", ""updated_at"": ""2022-01-25T08:57:05.275858""}, ""v"": 1, ""ts"": 1643101025276}], ""v"": 1}"
"6990","css_icO3CptCPgvzoJF","84","outcome","2","2022-01-25 08:57:05.358547","2022-01-25 08:57:05.358547","{""h"": [{""c"": {""id"": 6990, ""uid"": ""css_icO3CptCPgvzoJF"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 84, ""created_at"": ""2022-01-25T08:57:05.358547"", ""updated_at"": ""2022-01-25T08:57:05.358547""}, ""v"": 1, ""ts"": 1643101025359}], ""v"": 1}"
"7609","css_WLXq0U4z4N7JtCR","402","background","0","2022-02-11 05:14:45.27011","2022-02-11 05:14:45.27011","{""h"": [{""c"": {""id"": 7609, ""uid"": ""css_WLXq0U4z4N7JtCR"", ""type"": ""background"", ""position"": 0, ""article_id"": 402, ""created_at"": ""2022-02-11T05:14:45.27011"", ""updated_at"": ""2022-02-11T05:14:45.27011""}, ""v"": 1, ""ts"": 1644556485270}], ""v"": 1}"
"7610","css_UwUXlxdpBZ2YF1j","402","overview","1","2022-02-11 05:14:45.299626","2022-02-11 05:14:45.299626","{""h"": [{""c"": {""id"": 7610, ""uid"": ""css_UwUXlxdpBZ2YF1j"", ""type"": ""overview"", ""position"": 1, ""article_id"": 402, ""created_at"": ""2022-02-11T05:14:45.299626"", ""updated_at"": ""2022-02-11T05:14:45.299626""}, ""v"": 1, ""ts"": 1644556485300}], ""v"": 1}"
"7611","css_AcvPsmUm7qrhNS9","402","outcome","2","2022-02-11 05:14:45.377519","2022-02-11 05:14:45.377519","{""h"": [{""c"": {""id"": 7611, ""uid"": ""css_AcvPsmUm7qrhNS9"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 402, ""created_at"": ""2022-02-11T05:14:45.377519"", ""updated_at"": ""2022-02-11T05:14:45.377519""}, ""v"": 1, ""ts"": 1644556485378}], ""v"": 1}"
"3456","css_Zv0EYRwK5jrrRJo","108","outcome","2","2021-10-11 20:07:10.727186","2021-10-11 20:07:10.727186","{""h"": [{""c"": {""id"": 3456, ""uid"": ""css_Zv0EYRwK5jrrRJo"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 108, ""created_at"": ""2021-10-11T20:07:10.727186"", ""updated_at"": ""2021-10-11T20:07:10.727186""}, ""v"": 1, ""ts"": 1633982830727}], ""v"": 1}"
"7359","css_ZvHChxsUEOM5i2q","349","outcome","2","2022-01-26 15:18:04.458171","2022-01-26 15:18:04.458171","{""h"": [{""c"": {""id"": 7359, ""uid"": ""css_ZvHChxsUEOM5i2q"", ""type"": ""outcome"", ""position"": 2, ""article_id"": 349, ""created_at"": ""2022-01-26T15:18:04.458171"", ""updated_at"": ""2022-01-26T15:18:04.458171""}, ""v"": 1, ""ts"": 1643210284458}], ""v"": 1}"
"7612","css_mxHFAAKewAD5fCc","410","background","0","2022-02-11 08:28:19.572743","2022-02-11 08:28:19.572743","{""h"": [{""c"": {""id"": 7612, ""uid"": ""css_mxHFAAKewAD5fCc"", ""type"": ""background"", ""position"": 0, ""article_id"": 410, ""created_at"": ""2022-02-11T08:28:19.572743"", ""updated_at"": ""2022-02-11T08:28:19.572743""}, ""v"": 1, ""ts"": 1644568099573}], ""v"": 1}"
"7613","css_doDAz0eywSjii1X","410","overview","1","2022-02-11 08:28:19.581426","2022-02-11 08:28:19.581426","{""h"": [{""c"": {""id"": 7613, ""uid"": ""css_doDAz0eywSjii1X"", ""type"": ""overview"", ""position"": 1, ""article_id"": 410, ""created_at"": ""2022-02-11T08:28:19.581426"", ""updated_at"": ""2022-02-11T08:28:19.581426""}, ""v"": 1, ""ts"": 1644568099581}], ""v"": 1}"
"4414","css_9oU5oRaFny27fqZ","221","background","0","2021-11-03 10:47:06.523191","2021-11-03 10:47:06.523191","{""h"": [{""c"": {""id"": 4414, ""uid"": ""css_9oU5oRaFny27fqZ"", ""type"": ""background"", ""position"": 0, ""article_id"": 221, ""created_at"": ""2021-11-03T10:47:06.523191"", ""updated_at"": ""2021-11-03T10:47:06.523191""}, ""v"": 1, ""ts"": 1635936426523}], ""v"": 1}"
